int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
20814001,1,"rumor_001","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-9.67,-1.139,26.052,72.841,0,0,1,1,2,0,2.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814002,1,"rumor_002","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-27.202,-1.971,9.374,72.841,0,0,1,1,2,0,4,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814003,1,"rumor_003","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-28.464,-1.976,-9.181,72.841,0,0,1,1,2,0,3,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814004,1,"rumor_004","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-13.372,-1.987,-24.557,72.841,0,0,1,1,2,0,4,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814005,1,"rumor_005","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,9.373,-0.792,-35.859,72.841,0,0,1,1,2,0,4,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814006,1,"rumor_006","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,14.91,-0.801,-25.683,72.841,0,0,1,1,2,0,1.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814007,1,"rumor_007","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,21.654,-1.594,-19.416,72.841,0,0,1,1,2,0,4,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814008,1,"rumor_008","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,31.375,-1.479,-2.354,72.841,0,0,1,1,2,0,2.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814009,1,"rumor_009","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,29.042,-3.105,9.767,72.841,0,0,1,1,2,0,4,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814010,1,"rumor_010","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,17.36,-1.852,24.396,72.841,0,0,1,1,2,0,4,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814011,1,"rumor_011","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-32.589,9.866,-9.138,72.841,0,0,1,1,2,0,-5.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814012,1,"rumor_012","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-33.877,16.799,-19.485,72.841,0,0,1,1,2,0,-9.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814013,1,"rumor_013","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-24.894,13.978,-26.624,72.841,0,0,1,1,2,0,-5.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814014,1,"rumor_014","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-20.545,10.005,-32.297,72.841,0,0,1,1,2,0,-5.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814015,1,"rumor_015","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-15.436,18.124,-34.25,72.841,0,0,1,1,2,0,-9,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814016,1,"rumor_016","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-7.632,13.121,-31.919,5.423,0,0,1,1,2,0,-8,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814017,99,"rumor_017","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,5.287,14.976,-32.429,-44.806,0,0,1,1,2,0,-9,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814018,1,"rumor_018","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,15.849,19.145,-31.795,-6.941,0,0,1,1,2,0,-12,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814019,1,"rumor_019","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,22.536,14.345,-21.839,26.919,0,0,1,1,2,0,-9,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814020,1,"rumor_020","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,30.693,18.982,-15.345,-87.369,0,0,1,1,2,0,-12,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814021,1,"rumor_021","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,29.588,12.17,-9.977,72.841,0,0,1,1,2,0,-9,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814022,1,"rumor_022","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,34.053,15.047,-5.036,72.841,0,0,1,1,2,0,-8.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814023,1,"rumor_023","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,31.078,10.012,2.491,-73.245,0,0,1,1,2,0,-6.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814024,1,"rumor_024","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,30.861,14.345,6.906,-69.964,0,0,1,1,2,0,-8,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814025,1,"rumor_025","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,27.04,11.123,14.623,-77.843,0,0,1,1,2,0,-4.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814026,1,"rumor_026","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,26.956,11.091,23.308,-77.843,0,0,1,1,2,0,-5.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814027,1,"rumor_027","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,21.32,14.92,27.153,-77.843,0,0,1,1,2,0,-7,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814028,1,"rumor_028","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,9.064,11.687,28.922,-135.897,0,0,1,1,2,0,-9,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814029,1,"rumor_029","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-8.483,10.363,33.744,-193.21,0,0,1,1,2,0,-6,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814030,1,"rumor_030","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-15.724,10.6,27.85,-213.255,0,0,1,1,2,0,-5.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814031,1,"rumor_031","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-24.875,18.294,27.101,-231.928,0,0,1,1,2,0,-9,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814032,1,"rumor_032","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-28.968,15.456,19.782,-135.897,0,0,1,1,2,0,-11,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814033,1,"rumor_033","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-30.337,12.937,7.572,-135.897,0,0,1,1,2,0,-5.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814034,1,"rumor_034","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-30.833,10.402,-0.099,-135.897,0,0,1,1,2,0,-5.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
20814035,2,"rumor_035","chr042",0,0,0,"","","f000","",0,0,"F03",0,0,-9.67,-1.139,26.052,72.841,0,0,1,1,2,0,2.5,0,-1,1,0,"","","",0,0,true,-1,"","","","","",""
