int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
20811001,"",-1,"way_out","",false,"ef_f_mov_121_ga",1,0,"","","","","",0,0,0,30,56.633,180,0,0,1,1,"",0,0,0,0,0,2,360,360,1,1,38,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811002,"",-1,"control_panel","",false,"f00iconobj00",1,0,"","","","","",0,0,1.7,31.6,40.7,0,0,0,1,1,"",0,0,0,0,0,2,360,160,1,2,2,2,0,-0.2,0,10,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811003,"",1,"terminal","",false,"h08pendulum00",1,0,"","","","","",0,0,0,30,40,0,0,0,0.5,0,"wall_cl",5,3.5,2,1.75,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811004,"",2,"","",false,"h08pendulum00",1,0,"","","","e001","",0,0,0,30,40,0,0,0,0.5,0,"wall_cl",5,3.5,2,1.75,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811005,"",3,"log_message","4990501",false,"h00pop00",1,0,"","","","","",0,0,-5.5,30,40,0,0,0,1,1,"",0,0,0,0,0,2,160,360,1,1,2,2,0,1,0,10,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811006,"",4,"","",false,"h00pop00",1,0,"","","","e002","",0,0,-5.5,30,40,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811007,"",-1,"warp01","enemy_001S",false,"ef_f_mov_120_ga",1,0,"","","","","",0,0,-3.513,24,5.469,0,0,0,1,1,"",0,0,0,0,0,3,160,360,2,1,2,2,0,1.35,0,7,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811008,"",-1,"warp02","enemy_002S",false,"ef_f_mov_120_ga",1,0,"","","","","",0,0,3.46,24,5.584,0,0,0,1,1,"",0,0,0,0,0,3,160,360,2,1,2,2,0,1.35,0,7,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811009,"",-1,"warp03","enemy_003M",false,"ef_f_mov_120_ga",1,0,"","","","","",0,0,-34.847,20,9.143,0,0,0,1,1,"",0,0,0,0,0,3,160,360,2,1,2,2,0,1.35,0,7,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811010,"",-1,"warp04","enemy_004M",false,"ef_f_mov_120_ga",1,0,"","","","","",0,0,-34.813,20,2.017,0,0,0,1,1,"",0,0,0,0,0,3,160,360,2,1,2,2,0,1.35,0,7,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811011,"",-1,"warp05","enemy_005M",false,"ef_f_mov_120_ga",1,0,"","","","","",0,0,34.899,20,9.15,0,0,0,1,1,"",0,0,0,0,0,3,160,360,2,1,2,2,0,1.35,0,7,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811012,"",-1,"warp06","enemy_006S",false,"ef_f_mov_120_ga",1,0,"","","","","",0,0,34.821,20,2.1,0,0,0,1,1,"",0,0,0,0,0,3,160,360,2,1,2,2,0,1.35,0,7,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811013,"",-1,"warp07","enemy_007M",false,"ef_f_mov_120_ga",1,0,"","","","","",0,0,-38.376,16,40.73,0,0,0,1,1,"",0,0,0,0,0,3,160,360,2,1,2,2,0,1.35,0,7,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811014,"",-1,"warp08","enemy_008M",false,"ef_f_mov_120_ga",1,0,"","","","","",0,0,-31.56,16,40.645,0,0,0,1,1,"",0,0,0,0,0,3,160,360,2,1,2,2,0,1.35,0,7,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811015,"",-1,"warp09","enemy_009L",false,"ef_f_mov_120_ga",1,0,"","","","","",0,0,31.543,16,40.655,0,0,0,1,1,"",0,0,0,0,0,3,160,360,2,1,2,2,0,1.35,0,7,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20811016,"",-1,"warp10","enemy_010M",false,"ef_f_mov_120_ga",1,0,"","","","","",0,0,38.569,16,40.653,0,0,0,1,1,"",0,0,0,0,0,3,160,360,2,1,2,2,0,1.35,0,7,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
