int32 0,int32 1,int32 2,int32 3,string2 4,int32 5,int32 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int32 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int32 30,string2 31,float 32,float 33,float 34,int32 35,float 36,float 37,float 38,float 39,float 40,float 41,int32 42,int32 43,int32 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int32 52,string3 53,float 54,float 55,float 56,int32 57,float 58,float 59,float 60,float 61,float 62,float 63,int32 64,int32 65,int32 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int32 79,float 80,int32 81,float 82,float 83,string2 84,int32 85,float 86,int32 87,float 88,float 89,float 90,string2 91,int32 92,float 93,int32 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
10201,4130003,0,99,"",0,0,"","","","","","",3.047,0,27.332,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3.5,2,"",0,0.9,0,4,30,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10202,4130003,0,10,"",0,0,"","","","","","",30.556,-0.001,-58.963,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3.5,3,"",0,1.4,0,4,30,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10203,4130003,0,10,"",0,0,"","","","","","",-32.526,0,-61.124,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3.5,3,"",0,1.8,0,4,30,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10204,4130003,0,10,"",0,0,"","","","","","",-29.969,0,-47.244,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3.5,3,"",0,1.2,0,4,30,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10205,4130003,0,10,"",0,0,"","","","","","",3.795,0,8.389,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3.5,2,"",0,1.5,0,4,30,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10206,4130001,0,10,"",0,0,"","","","","","",-5.321,1.976,2.543,61.276,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,4,2,3,30,0,0,0,210,5,2,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,2.5,"",0,2,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10207,4130002,0,10,"",0,0,"","","","","","",22.113,-0.001,-45.148,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3.5,3,"",0,1,0,4,30,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10208,4130002,0,10,"",0,0,"","","","","","",-43.605,0.269,-72.013,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3.5,3,"",0,1,0,4,30,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10209,4130004,0,10,"",0,0,"","","","","","",-2.258,0,28.275,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,2.5,"",0,0.5,0,4,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10210,4130004,0,10,"",0,0,"","","","","","",0.003,0,-11.348,105.575,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,90,6,2,2,30,0,0,0,90,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,2,3,2.5,"",0,0.5,0,4,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
