int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10209001,"",-1,"gim_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209003,"",-1,"gim_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209004,"",-1,"wall_along_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209005,"",-1,"wall_along_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209006,"",-1,"elv_0001",false,"d02elv00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209007,"",-1,"elv_0002",false,"d02elv00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209008,"",-1,"elv_0003",false,"d02elv00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209010,"",-1,"wall_along_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209011,"",-1,"wall_along_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209100,"",-1,"obj_0001",false,"d02gear00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209101,"",-1,"obj_0002",false,"d02bridge00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209104,"",-1,"obj_0005",false,"d02gear00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209105,"",-1,"obj_0006",false,"d0209towergear00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209106,"",-1,"obj_0007",false,"d0209towergear01",1,0,"","","","","",0,0,"",0,0,0,0,0
10209107,"",-1,"obj_0008",false,"d0209towergear02",1,0,"","","","","",0,0,"",0,0,0,0,0
10209108,"",-1,"obj_0009",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209109,"",-1,"obj_0010",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10209110,"",-1,"obj_0011",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10209111,"",-1,"obj_0012",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10209112,"",-1,"obj_0013",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10209113,"",-1,"obj_0014",false,"f00drum00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209114,"",-1,"obj_0015",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10209115,"",-1,"obj_0016",false,"f00drum00",1,0,"","","","","",0,0,"",0,0,0,0,0
10209116,"",-1,"obj_0017",false,"f00drum02",1,0,"","","","","",0,0,"",0,0,0,0,0
10209117,"",-1,"obj_0018",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10209118,"",-1,"obj_0019",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
