int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
11101001,"",-1,"gim_0001",false,"d1101switch00",1,0,"","","","","",0,0,"",0,0,0,0,0
11101002,"",-1,"gim_0002",false,"d1101gate00",1,0,"","","","","",0,0,"",0,0,0,0,0
11101003,"",-1,"gim_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11101004,"",-1,"gim_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11101100,"",-1,"obj_0001",false,"d11door00",1,0,"","","","","",0,0,"",0,0,0,0,0
11101102,"",-1,"obj_0005",false,"f00drum02",1,0,"","","","","",0,0,"wall_cl",2,3,1,1.5,0
11101103,"",-1,"obj_0006",false,"f00drum02",1,0,"","","","","",0,0,"wall_cl",2,3,1,1.5,0
11101104,"",-1,"obj_0007",false,"d05breakbox02",1,0,"","","","","",0,0,"wall_cl",6,3,3,1,0
11101105,"",-1,"obj_0008",false,"f00drum03",1,0,"","","","","",0,0,"wall_cl",2,3,2,1.5,0
11101106,"",-1,"obj_0009",false,"d05breakbox02",1,0,"","","","","",0,0,"wall_cl",6,3,3,1,0
11101107,"",-1,"obj_0010",false,"d05breakbox02",1,0,"","","","","",0,0,"wall_cl",6,3,3,1,0
11101108,"",-1,"obj_0011",false,"d05breakbox02",1,0,"","","","","",0,0,"wall_cl",6,3,3,1,0
11101109,"",-1,"obj_0012",false,"d05breakbox02",1,0,"","","","","",0,0,"wall_cl",6,3,3,1,0
11101110,"",-1,"obj_0013",false,"d0202dust01",1,0,"","","","","",0,0,"wall_cl",1.5,1.5,1.5,0.5,0
11101111,"",-1,"obj_0014",false,"d0202dust01",1,0,"","","","","",0,0,"wall_cl",1.5,1.5,1.5,0.5,0
11101112,"",-1,"obj_0015",false,"d0202dust01",1,0,"","","","","",0,0,"wall_cl",1.5,1.5,1.5,0.5,0
11101113,"",-1,"obj_0016",false,"d0202dust01",1,0,"","","","","",0,0,"wall_cl",1.5,1.5,1.5,0.5,0
11101114,"",-1,"obj_0017",false,"f00drum03",1,0,"","","","","",0,0,"wall_cl",2,3,2,1.5,0
11101115,"",-1,"obj_0018",false,"d0202dust01",1,0,"","","","","",0,0,"wall_cl",1.5,1.5,1.5,0.5,0
11101116,"",-1,"obj_0019",false,"f00drum03",1,0,"","","","","",0,0,"wall_cl",2,3,2,1.5,0
11101117,"",1,"obj_0020",false,"d11door00",1,0,"","","","","",0,0,"",0,0,0,0,0
11101150,"",-1,"obj_2000",false,"d11door00",1,0,"","","","","",0,0,"",0,0,0,0,0
11101200,"",-1,"fa_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11101900,"",-1,"sp_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11101901,"",-1,"sp_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
