int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
109001,"",1,"","",false,"t04barricade00",1,0,"","","","","",0,0,-17.863,0,35.119,180,0,0,1,1,"wall_cl",7,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109002,"",2,"hazama_gate01","h210_070",false,"ef_f_mov_121_ga",1,0,"","","","","",0,0,-26.283,-0.001,-66.78,90,0,0,1,1,"",0,0,0,0,0,2,360,360,2,2,27,2,0,1.5,-0.4,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109003,"",3,"","",false,"t04barricade00",1,0,"","","","","",0,0,-8.236,0,-62.058,-0.205,0,0,1,1,"cliff_cl",7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109004,"",4,"","",false,"t04barricade00",1,0,"","","","","",0,0,33.58,0,-32.422,90,0,0,1,1,"wall_cl",7,3,1.8,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109100,"",10,"","",false,"f00iconobj00",1,0,"","","","","",0,0,29.63,0,-29.691,0,0,0,1,1,"sybl_cl",25,10,1,4.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109101,"",10,"","",false,"t0109floorcable00",1,1,"","","","","",0,0,0,0,0,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109200,"",10,"","",false,"f00electgate00",1,0,"","","","","",0,0,27.506,-0.001,-35,180,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109201,"",10,"","",false,"f00electgate00",1,0,"","","","","",0,0,30.922,0,-35,180,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109202,"",10,"","",false,"f00electgate00",1,0,"","","","","",0,0,18.236,-0.001,35.351,180,0,0,1,1,"wall_cl",6,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109300,"",10,"obj_shield_a01","",false,"f00electshield00",1,0,"","","","","",0,0,19.602,1.2,35.373,-0.647,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109301,"",10,"obj_shield_a02","",false,"f00electshield00",1,0,"","","","","",0,0,16.97,1.2,35.278,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109302,"",10,"obj_shield_b01","",false,"f00electshield00",1,0,"","","","","",0,0,29.201,1.2,-35,0,0,0,1,1,"wall_cl",4,1,1,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109400,"",10,"barrierdevice_access01","",false,"f00barrier00",1,0,"","","","e001","",0,0,28.488,0,-70.52,0,0,0,1,1,"wall_cl",3.1,3,5.5,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109401,"",10,"barrierdevice_access02","",false,"f00barrier00",1,0,"","","","e001","",0,0,22.862,0,-60.262,135,0,0,1,1,"wall_cl",3.1,3,5.5,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109402,"",10,"barrierdevice_access03","",false,"f00barrier00",1,0,"","","","e001","",0,0,34.239,0,-60.262,225,0,0,1,1,"wall_cl",3.1,3,5.5,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109403,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,26.902,0,-64.761,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109404,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,30.828,0,-64.608,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109405,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,32.111,0,-64.622,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109406,"",10,"","",false,"f00electgate00",1,0,"","","","e001","",0,0,25.868,0,-53.31,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109407,"",10,"","",false,"f00electgate00",1,0,"","","","e001","",0,0,31.671,-0.001,-53.213,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109408,"",10,"","",false,"f00electgate00",1,0,"","","","e001","",0,0,24.249,0,-53.268,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109500,"",10,"","",false,"f00tentset00",1,0,"","","","","",0,0,33.473,0,-69.84,270,0,0,1,1,"wall_cl",5.5,3,2.2,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109501,"",10,"","",false,"f00tentset00",1,0,"","","","","",0,0,23.298,0,-69.883,90,0,0,1,1,"wall_cl",5.5,3,2.2,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109600,"",11,"fa_sub201_t0109","fa_sub201",false,"chr311",1,0,"","","","fe02","chr311fe02",0,0,26.388,0,60.194,647.76,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,8,3,5,0,1,0,"",0,0,-1,0,"","1",-1
109601,"",50,"gate_s910_169","",true,"ef_f_mov_121_ga",1,0,"","","","","",0,0,10.483,0,-12.345,90,0,0,1,1,"",0,0,0,0,0,3,180,230,1,1,27,1,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109602,"",71,"opengate_s010_156","",true,"ef_f_mov_145_ga",1,0,"","","","","",0,0,17.549,0,-9.289,-41.306,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
109603,"",70,"gate_s010_156","",false,"ef_f_mov_121_ga",1,0,"","","","","",0,0,17.571,0,-9.35,-41.306,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
