int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
22202001,1,"","npc105ha010101",0,0,0,"","","e549","",0,0,"F01",0,0,-20.835,0,40.457,-249.967,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
22202002,1,"","npc105ha010101",0,0,0,"","","e549","",0,0,"F01",0,0,-18.647,0,45.569,-267.634,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
22202003,1,"","npc105ha010101",0,0,0,"","","e549","",0,0,"F01",0,0,-22.151,0,41.734,-268.354,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
22202004,2,"","npc105ha010101",0,0,0,"","","e548","",0,0,"F01",0,0,-25.949,0,43.032,-206.422,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
22202005,2,"","npc105ha010101",0,0,0,"","","e548","",0,0,"F01",0,0,-19.915,0,44.309,-148.612,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
22202006,2,"","npc105ha010101",0,0,0,"","","e548","",0,0,"F01",0,0,-23.781,0,44.815,-186.28,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
22202007,3,"","npc105ha010101",0,0,0,"","","e540","",0,0,"F01",0,0,-7.249,-4,26.249,-174.736,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202008,3,"","npc105ha010101",0,0,0,"","","e541","",0,0,"F01",0,0,8.71,-4,25.945,-155.656,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202009,3,"","npc105ha010101",0,0,0,"","","e539","",0,0,"F01",0,0,-1.917,-4,38.491,79.457,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202100,99,"","mob081",0,0,0,"","","fn02","",0,0,"F01",0,0,-20.357,0,-16.277,239.173,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202101,99,"","mob003",0,0,0,"","","e006","",0,0,"F01",0,0,97.062,0,25.979,326.581,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202102,99,"","mob014",0,0,0,"","","fn02","",0,0,"F01",0,0,98.329,0,24.128,53.503,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202103,99,"","mob004",0,0,0,"","","fn02","",0,0,"F01",0,0,101.074,0,29.508,-131.524,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202104,99,"","mob071",0,0,0,"","","fn02","",0,0,"F01",0,0,99.112,0,29.791,-2.841,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202105,99,"","mob014",0,0,0,"","","e002","",0,0,"F01",0,0,100.552,0,32.472,-142.114,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202106,99,"","mob017",0,0,0,"","","e003","",0,0,"F01",0,0,98.226,0,31.535,-3.248,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202107,99,"","mob014",0,0,0,"","","fn30","",0,0,"F01",0,0,101.564,0,24.029,-95.142,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202108,99,"","mob015",0,0,0,"","","fn03","",0,0,"F01",0,0,99.4,0,26.622,-98.634,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202109,99,"","mob004",0,0,0,"","","fn09","",0,0,"F01",0,0,96.847,0,28.921,-83.561,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202110,99,"","mob008010101",0,0,0,"","","fn02","",0,0,"F01",0,0,95.046,0,24.803,-34.869,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202111,99,"","mob001",0,0,0,"","","fn10","",0,0,"F01",0,0,95.749,0,27.888,-51.669,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202112,99,"","mob014",0,0,0,"","","fn08","",0,0,"F01",0,0,99.597,0,22.099,-138.708,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202113,99,"","mob051",0,0,0,"","","fn02","",0,0,"F01",0,0,96.779,0,20.792,-199.653,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202114,99,"","mob003",0,0,0,"","","fn08","",0,0,"F01",0,0,101.211,0,19.102,-17.325,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202115,99,"","mob014",0,0,0,"","","fn02","",0,0,"F01",0,0,95.915,0,31.432,-319.218,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202116,99,"","mob051",0,0,0,"","","fn09","",0,0,"F01",0,0,94.161,0,30.366,48.493,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202117,99,"","mob001",0,0,0,"","","fn10","",0,0,"F01",0,0,94.924,0,33.327,-405.343,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202118,99,"","mob001",0,0,0,"","","fn02","",0,0,"F01",0,0,98.395,0,34.262,-12.812,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202119,99,"","mob003",0,0,0,"","","fn06","",0,0,"F01",0,0,104.058,0,18.788,-110.369,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202120,99,"","mob014",0,0,0,"","","fn08","",0,0,"F01",0,0,98.648,0,19.552,72.406,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202121,99,"","mob012",0,0,0,"","","fn08","",0,0,"F01",0,0,101.585,0,26.702,-99.915,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202122,99,"","mob014010101",0,0,0,"","","fn10","",0,0,"F01",0,0,98.233,0,28.233,-186.263,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202123,99,"","mob001",0,0,0,"","","fn08","",0,0,"F01",0,0,101.548,0,21.406,200.03,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202124,99,"","mob012",0,0,0,"","","fn10","",0,0,"F01",0,0,100.227,0,17.328,-168.481,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202125,99,"","mob015",0,0,0,"","","fn03","",0,0,"F01",0,0,103.746,0,22.792,-74.963,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202126,99,"","mob041",0,0,0,"","","fn15","",0,0,"F01",0,0,103.286,0,28.146,1.951,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202127,99,"","mob014",0,0,0,"","","fn55","",0,0,"F01",0,0,99.249,0,31.681,202.256,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202128,99,"","mob083",0,0,0,"","","fn76","",0,0,"F01",0,0,97.979,0,33.298,144.937,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202129,99,"","mob115",0,0,0,"","","fn08","",0,0,"F01",0,0,101.629,0,35.931,-141.967,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22202130,99,"","mob001",0,0,0,"","","fn01","",0,0,"F01",0,0,99.821,0,36.443,-118.845,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
