int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
10304100,-1,"npc_0001","0","","chr917",0,0,"","","f003","",0,0,"F01",0,0,-14.871,19.375,92.368,163.28,0,-30,1,1,4,160,360,1,1,1,2,0,0,0,-1,2,15,-1,0,0,0,"f003",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10304102,99,"npc_0002","0","","chr909",0,0,"","","f000","",0,0,"F01",0,0,35.488,-4.434,-87.607,-454.628,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"f000",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10304103,10,"pass_skullseadra","0","","chr909",0,0,"","","f001","",0,0,"F01",0,0,-146.399,29.251,63.057,-193.085,30,0,3,0,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"f001",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10304104,12,"pass_skullseadra_2","0","","chr909",0,0,"","","f001","",0,0,"F01",0,0,-41.593,10.797,10.289,90,30,0,3,0,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"f001",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10304105,75,"npc_0003","0","","chr940",0,0,"","","fe04","",0,0,"F01",0,0,112.081,-7.324,-90.071,-56.657,-5,0,2.5,1,4,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"fe04",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10304106,81,"npc_0004","3","","chr606",0,0,"","","e500","",0,0,"F03",0,0,85.661,-4.681,-60.576,274.806,0,0,1,1,0,160,360,1,1,0,2,0,0.5,0,-1,-1,0,-1,0,2,0,"e500",0,"F03",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10304107,99,"npc_0005","4","","chr606",0,0,"","","e511","",0,0,"F03",0,0,-66.335,5.783,23.34,-104.876,0,0,1,1,4,160,360,1,1,1,2,0,0.5,0,-1,2,10,-1,0,2,0,"e511",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10304108,2,"npc_0006","5","","chr145",0,0,"d0304_submarine_move","","bn01","",0,0,"F01",0,0,-88.209,8,78,77.222,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,2,10,-1,0,2,0,"bn01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10304109,11,"skullseadra_swim","0","","chr909",0,0,"","","f001","",0,0,"F01",0,0,-88.518,-120,-117.831,33.091,-70,0,3,0,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"f001",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10304110,20,"npc_0010","","","chr145",0,0,"","","bn01","",0,0,"F01",0,0,-53.459,4.622,86.039,77.222,0,0,1,1,4,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
