int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10405300,"",-1,"ride_whip_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405301,"",-1,"ride_whip_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405302,"",-1,"ride_whip_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405303,"",-1,"ride_whip_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405304,"",-1,"ride_whip_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405305,"",-1,"ride_whip_0006",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405306,"",-1,"ride_whip_0007",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405307,"",-1,"ride_whip_0008",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405308,"",-1,"ride_whip_0009",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405309,"",-1,"ride_whip_0010",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405310,"",-1,"ride_whip_0011",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405311,"",-1,"ride_whip_0012",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405315,"",99,"gim_1000",true,"ef_f_com_110_it",1,0,"","","","","",0,0,"",0,0,0,0,0
10405320,"",-1,"ride_whiplanding_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405321,"",-1,"ride_whiplanding_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405322,"",-1,"ride_whiplanding_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405323,"",-1,"ride_whiplanding_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405324,"",-1,"ride_whiplanding_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405325,"",-1,"ride_whiplanding_0006",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405326,"",-1,"ride_whiplanding_0007",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405327,"",-1,"ride_whiplanding_0008",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405328,"",-1,"ride_whiplanding_0009",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405329,"",-1,"ride_whiplanding_0010",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405330,"",-1,"ride_whiplanding_0011",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10405331,"",-1,"ride_whiplanding_0012",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
