int32 0,int32 1,int32 2,int32 3,string2 4,int32 5,int32 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int32 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int32 30,string2 31,float 32,float 33,float 34,int32 35,float 36,float 37,float 38,float 39,float 40,float 41,int32 42,int32 43,int32 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int32 52,string3 53,float 54,float 55,float 56,int32 57,float 58,float 59,float 60,float 61,float 62,float 63,int32 64,int32 65,int32 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int32 79,float 80,int32 81,float 82,float 83,string2 84,int32 85,float 86,int32 87,float 88,float 89,float 90,string2 91,int32 92,float 93,int32 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1020701,4061001,0,-1,"",0,0,"","","","","","",-13.763,24.75,-17.357,226.656,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,1,5,30,0,0,0,210,6,1,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,1.8,"",0,2,0,5,8,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020702,4061001,0,-1,"",0,0,"","","","","","",-10.495,2.999,-4.682,260.14,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,1,4,30,0,0,0,210,6,1,4,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,2,"",0,2,0,5,8,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020703,4061007,0,-1,"",0,0,"","","","","","",-18.449,14.736,-4.538,260.14,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,1,4,30,0,0,0,210,6,1,4,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,2,"",0,2,0,5,8,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020704,4061003,0,-1,"",0,0,"","","","","","",21.43,26.749,-12,-121.933,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,1,5,30,0,0,0,210,6,1,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,1500,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,2,"",0,0.5,0,4,8,5,"",0,2,0,-1,"",0,0,0,100,"","",""
1020705,4061003,0,-1,"",0,0,"","","","","","",19.397,2.999,0.439,-121.933,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,1,5,30,0,0,0,210,6,1,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,1500,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,2,"",0,0.5,0,4,8,5,"",0,2,0,-1,"",0,0,0,100,"","",""
1020706,4061003,0,-1,"",0,0,"","","","","","",-32.332,16.749,-4.477,-121.933,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,3,5,30,0,0,0,210,6,3,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,1500,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,2,"",0,0.5,0,4,8,5,"",0,2,0,-1,"",0,0,0,100,"","",""
1020707,4061008,0,-1,"",0,0,"","","","","","",1.88,3,0.39,307.529,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,1,4,30,0,0,0,210,6,1,4,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,3,"",0,2,0,4,8,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020708,4061008,0,-1,"",0,0,"","","","","","",0.609,14.736,-4.465,401.383,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,1,5,30,0,0,0,210,6,1,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,2,"",0,2,0,4,8,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020709,4061008,0,-1,"",0,0,"","","","","","",-19.748,24.75,-9.765,276.374,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,5,5,30,0,0,0,210,6,5,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,2,"",0,2,0,4,8,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020710,4061008,0,-1,"",0,0,"","","","","","",6.54,24.749,-9.431,-2.93,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,1,5,30,0,0,0,210,6,1,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,2,"",0,2,0,4,8,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
