int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
402001,-1,"","mob071",0,0,0,"","","fn10","",0,0,"F01",0,0,35.226,-0.102,-97.407,-321.507,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402002,-1,"","mob004",0,0,0,"","","fn02","",0,0,"F01",0,0,-4.961,0.046,-61.595,-133.72,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402003,-1,"","mob017",0,0,0,"","","fn02","",0,0,"F01",0,0,51.081,-0.124,-97.116,71.593,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402004,-1,"","f00truck02",0,0,0,"","","","",0,0,"F01",0,0,70.723,-0.071,-79.937,270,0,0,1,1,0,0,0,0,-1,0,1,"","車両デフォルト","rail_move_98",1,0,false,-1,"","","","","",""
402005,-1,"","mob003",0,0,0,"","","fw02","",0,0,"F01",0,0,2.726,0,31.354,-158.527,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_09",1,0,true,-1,"","","","","",""
402006,-1,"","mob054",0,0,0,"","","fw01","",0,0,"F01",0,0,16.961,0.054,-21.989,-77.655,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_04",1,0,true,-1,"","","","","",""
402007,-1,"","mob091",0,0,0,"","","fw01","",0,0,"F01",0,0,7.762,0.054,-18.998,0,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_04",1,0,true,-1,"","","","","",""
402008,-1,"","mob041",0,0,0,"","","fw01","",0,0,"F01",0,0,-19.592,-0.093,43.082,83.859,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_02",1,0,true,-1,"","","","","",""
402009,-1,"","mob014",0,0,0,"","","fw01","",0,0,"F01",0,0,-15.547,-0.061,3.613,-95.102,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_02",1,0,true,-1,"","","","","",""
402010,-1,"","mob001",0,0,0,"","","fw01","",0,0,"F01",0,0,8.166,0.054,14.508,0,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_04",1,0,true,-1,"","","","","",""
402011,-1,"","mob061",0,0,0,"","","fw01","",0,0,"F01",0,0,-6.948,0,32.935,-349.528,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_11",1,0,true,-1,"","","","","",""
402012,100,"","mob014",0,0,0,"","","fn18","",0,0,"F01",0,0,-9.525,0.054,-10.708,-46.06,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402013,-1,"","mob015",0,0,0,"","","fn03","",0,0,"F01",0,0,-13.942,0.037,35.063,96.405,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402014,-1,"","mob063",0,0,0,"","","fn06","",0,0,"F01",0,0,78.021,0.122,-104.414,-168.914,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402015,-1,"","mob021",0,0,0,"","","fn07","",0,0,"F01",0,0,3.424,0,-24.817,-15.762,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402016,-1,"","mob057",0,0,0,"","","fn57","",0,0,"F01",0,0,5.013,0.054,-3.36,-26.101,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402017,-1,"","mob081",0,0,0,"","","fn02","",0,0,"F01",0,0,10.371,0.064,-50.725,112.062,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402018,-1,"","mob021",0,0,0,"","","fn07","",0,0,"F01",0,0,-10.252,0.054,-59.399,92.969,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402019,-1,"","mob003",0,0,0,"","","fn02","",0,0,"F01",0,0,-5.149,0.054,-23.645,-170.353,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402020,-1,"","mob015",0,0,0,"","","e117","",0,0,"F01",0,0,-17.545,0.134,-55.808,-166.965,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402021,100,"","mob005",0,0,0,"","","bi01","",0,0,"F01",0,0,-14.172,0.054,-3.922,82.621,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402022,-1,"","mob017",0,0,0,"","","fn02","",0,0,"F01",0,0,-12.596,0.054,38.749,24.817,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402023,100,"","mob005",0,0,0,"","","bi01","",0,0,"F01",0,0,-14.344,0.054,-6.774,90.376,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402024,-1,"","mob003",0,0,0,"","","fn15","",0,0,"F01",0,0,7.923,0.054,-26.425,74.959,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402025,100,"","mob017",0,0,0,"","","fn09","",0,0,"F01",0,0,-12.319,0.054,-7.054,-82.519,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402026,-1,"","mob004",0,0,0,"","","fn02","",0,0,"F01",0,0,10.506,0.074,8.602,-56.132,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
402027,-1,"","mob001",0,0,0,"","","fn36","",0,0,"F01",0,0,-9.667,0.054,-37.523,-31.975,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
