string2 0,string 1
"tutorial_title_AdditionalAttack_01","Extra Strikes"
"tutorial_title_Compatibility_01","Compatibility & Damage Calculation"
"tutorial_title_BattleCrossarts_01","Cross Arts"
"tutorial_title_Escape_01","Escape (Battle Command)"
"tutorial_title_Guard_01","Guard (Battle Command)"
"tutorial_title_Analysis_01","Analyze (Battle Command)"
"tutorial_title_CpAdd_01","Critical Points (CP)"
"tutorial_title_CpFluctuation_01","Gaining CP"
"tutorial_title_Dead_01","KO"
"tutorial_title_AttackCategory_01","Physical & Magic Attacks"
"tutorial_title_Status_01","Stats, Skills & Equipment"
"tutorial_title_Status_02","ATK/DEF/INT/SPI/SPD/CRT Rate"
"tutorial_title_Status_03","Attributes"
"tutorial_title_Status_04","Attribute Compatibility"
"tutorial_title_Convert_01","Conversion & Scan Rate"
"tutorial_title_Change_01","Battle Members & Reserve Members"
"tutorial_title_Evolution_01","Digivolution & De-Digivolution"
"tutorial_title_SkillChange_01","Attachment Skills"
"tutorial_title_EquipmentChange_01","Equipment"
"tutorial_title_Personality_01","Personality Types"
"tutorial_title_PersonalityChange_01","Changes in Personality Type"
"tutorial_title_PersonalitySkill_01","Personality Skills"
"tutorial_title_PersonalitySkillChange_01","Changes in Personality Skill"
"tutorial_title_DataReturn_01","Returning Digimon to Data"
"tutorial_title_Synthetic_01","Load Enhancements"
"tutorial_title_Friendship_01","Digivolution Technique 3: Bond"
"tutorial_title_Talent_01","Digivolution Technique 1: Talent"
"tutorial_title_BondsPoint_01","Anomaly Points"
"tutorial_title_BondsSkill_01","Agent Skills"
"tutorial_title_AgentLevel_01","Agent Rank"
"tutorial_title_CrossArtsChange_01","Unlocking & Changing Cross Arts"
"tutorial_title_Encounter_01","Encounters"
"tutorial_title_FieldAttack_01","DigiAttacks"
"tutorial_title_FieldAttack_02","Element-Specific DigiAttacks"
"tutorial_title_Treasurechest_01","Treasure Chests & Materials"
"tutorial_title_DigimonRide_01","DigiRide"
"tutorial_title_OutoRecovery_01","Regeneration Mode"
"tutorial_title_FieldAnalysis_01","Analyze Mode"
"tutorial_title_Destination_01","The Navigation System"
"tutorial_title_PictureBook_01","Field Guide"
"tutorial_title_MeinQuest_01","Main Mission"
"tutorial_title_Digitter_01","Digiline"
"tutorial_title_WorldView_001","Anomalous Phenomena"
"tutorial_title_WorldView_002","ADAMAS (Anomalous Phenomena Special Investigation Bureau)"
"tutorial_title_WorldView_003","Digimon (Phase Electron Lifeforms)"
"tutorial_title_WorldView_004","Your Digivice"
"tutorial_title_WorldView_005","The History of ADAMAS"
"tutorial_title_Attribute_01","Elements"
"tutorial_title_Factor_01","Traits"
"tutorial_title_ActionOrder_01","Turn Order"
"tutorial_title_WeakPointAttack_01","Weak Point Attacks"
"tutorial_title_SpecialSkills_01","Special Skills"
"tutorial_title_FusionSkills_01","DNA Digivolution Skills"
"tutorial_title_SurpriseAttack_01","Enemy Preemptive Strikes"
"tutorial_title_BattleCommand_01","Attack (Battle Command)"
"tutorial_title_BattleCommand_02","Skill (Battle Command)"
"tutorial_title_BattleCommand_03","Item (Battle Command)"
"tutorial_title_BattleCommand_04","Change (Battle Command)"
"tutorial_title_BattleCommand_05","View Ally Info (Battle Command)"
"tutorial_title_SkillDisc_01","Skill Discs"
"tutorial_title_Items_01","Inventory"
"tutorial_title_BuffDebuff_01","Buffs/Debuffs"
"tutorial_title_AbnormalStatus_01","Status Abnormalities"
"tutorial_title_AbnormalStatus_02","Reverse (Status Change)"
"tutorial_title_AbnormalStatus_03","Injured (Status Change)"
"tutorial_title_AbnormalStatus_04","Diseased (Status Change)"
"tutorial_title_AbnormalStatus_05","Brave (Status Change)"
"tutorial_title_AbnormalStatus_06","Strong (Status Change)"
"tutorial_title_AbnormalStatus_07","Guts (Status Change)"
"tutorial_title_RushOut_01","Surprise Encounters"
"tutorial_title_Accumulation_01","Digivolution Technique 2: Cumulative Stats"
"tutorial_title_AbnormalStatus_08","Status Abnormality Types & Effects"
"tutorial_title_AbnormalStatus_09","Taunting (Status Change)"
