string2 0,string 1
"1","Bonds of Valor"
"2","Body Boost Lv. 1: SPD"
"3","Body Boost Lv. 2: SPD"
"4","Body Boost Lv. 3: SPD"
"5","Study of Valor"
"6","Peerless Perception: Valor"
"7","Reckless Strength Charm"
"8","Body Boost Lv. 1: SP"
"9","Body Boost Lv. 2: SP"
"10","Digivolution of Valor"
"11","Body Boost Lv. 2: SPI"
"12","Awakening Sagacity: Valor"
"13","Body Boost Lv. 3: SP"
"14","Reckless Perfection"
"15","Body Boost Lv. 1: DEF"
"16","Crash Course in Valor"
"17","Extra Strikes Tech: Valor"
"18","Digivolution of Valor"
"19","Study of Valor"
"20","Body Boost Lv. 2: DEF"
"21","Zealous Defense"
"22","Body Boost Lv. 3: DEF"
"23","Body Boost Lv. 1: HP"
"24","Combat Doctrine: Valor"
"25","Body Boost Lv. 2: HP"
"26","Sagacious Study: Valor"
"27","Body Boost Lv. 3: HP"
"28","Zealous Perfection"
"29","Body Boost Lv. 1: SPI"
"30","Extra Strikes Tech: Valor"
"31","Body Boost Lv. 1: ATK"
"32","Body Boost Lv. 2: ATK"
"33","Study of Valor"
"34","Digivolution of Valor"
"35","Brave Blow"
"36","Body Boost Lv. 3: ATK"
"37","Brave Perfection"
"38","Body Boost Lv. 1: INT"
"39","Farm Adaptation: Valor"
"40","Body Boost Lv. 2: INT"
"41","Body Boost Lv. 3: SPI"
"42","Study of Valor"
"43","Body Boost Lv. 3: INT"
"44","Daring Perfection"
"45","Daring Wall"
"46","Digivolution of Valor"
"47",""
"48",""
"49",""
"50",""
"51","Bonds of Philanthropy"
"52","Body Boost Lv. 1: SPI"
"53","Body Boost Lv. 2: SPI"
"54","Study of Philanthropy"
"55","Peerless Perception: Philanthropy"
"56","Digivolution of Philanthropy"
"57","Adoring Life Charm"
"58","Body Boost Lv. 3: SPI"
"59","Body Boost Lv. 1: DEF"
"60","Body Boost Lv. 2: DEF"
"61","Body Boost Lv. 3: DEF"
"62","Farm Adaptation: Philanthropy"
"63","Study of Philanthropy"
"64","Devoted Treatment"
"65","Digivolution of Philanthropy"
"66","Extra Strikes Tech: Philanthropy"
"67","Adoring Perfection"
"68","Body Boost Lv. 2: SPD"
"69","Body Boost Lv. 1: SP"
"70","Body Boost Lv. 2: SP"
"71","Body Boost Lv. 3: SP"
"72","Overprotective Perfection"
"73","Body Boost Lv. 1: INT"
"74","Body Boost Lv. 1: HP"
"75","Study of Philanthropy"
"76","Body Boost Lv. 2: HP"
"77","Body Boost Lv. 1: SPD"
"78","Awakening Sagacity: Philanthropy"
"79","Body Boost Lv. 3: HP"
"80","Extra Strikes Tech: Philanthropy"
"81","Body Boost Lv. 2: INT"
"82","Digivolution of Philanthropy"
"83","Sagacious Study: Philanthropy"
"84","Tolerant Heart Charm"
"85","Body Boost Lv. 3: INT"
"86","Tolerant Perfection"
"87","Body Boost Lv. 1: ATK"
"88","Crash Course in Philanthropy"
"89","Combat Doctrine: Philanthropy"
"90","Body Boost Lv. 2: ATK"
"91","Study of Philanthropy"
"92","Body Boost Lv. 3: SPD"
"93","Digivolution of Philanthropy"
"94","Overprotective Healing"
"95","Body Boost Lv. 3: ATK"
"96","Devoted Perfection"
"97",""
"98",""
"99",""
"100",""
"101","Bonds of Amicability"
"102","Body Boost Lv. 1: DEF"
"103","Body Boost Lv. 2: DEF"
"104","Crash Course in Amicability"
"105","Compassionate Tool Technique"
"106","Study of Amicability"
"107","Body Boost Lv. 3: DEF"
"108","Body Boost Lv. 1: SPD"
"109","Extra Strikes Tech: Amicability"
"110","Body Boost Lv. 2: INT"
"111","Body Boost Lv. 2: SPD"
"112","Digivolution of Amicability"
"113","Body Boost Lv. 3: SPD"
"114","Combat Doctrine: Amicability"
"115","Friendly Impulse"
"116","Study of Amicability"
"117","Compassionate Perfection"
"118","Body Boost Lv. 1: SPI"
"119","Body Boost Lv. 2: SPI"
"120","Body Boost Lv. 3: SPI"
"121","Digivolution of Amicability"
"122","Digivolution of Amicability"
"123","Opportunistic Perfection"
"124","Peerless Perception: Amicability"
"125","Body Boost Lv. 3: INT"
"126","Awakening Sagacity: Amicability"
"127","Body Boost Lv. 1: HP"
"128","Body Boost Lv. 2: HP"
"129","Body Boost Lv. 3: HP"
"130","Body Boost Lv. 1: SP"
"131","Body Boost Lv. 2: SP"
"132","Body Boost Lv. 3: SP"
"133","Digivolution of Amicability"
"134","Friendly Perfection"
"135","Opportunistic Rest"
"136","Sagacious Study: Amicability"
"137","Extra Strikes Tech: Amicability"
"138","Body Boost Lv. 1: INT"
"139","Study of Amicability"
"140","Body Boost Lv. 1: ATK"
"141","Body Boost Lv. 2: ATK"
"142","Farm Adaptation: Amicability"
"143","Sociable Tool Reinforcement"
"144","Body Boost Lv. 3: ATK"
"145","Study of Amicability"
"146","Sociable Perfection"
"147",""
"148",""
"149",""
"150",""
"151","Bonds of Wisdom"
"152","Peerless Perception: Wisdom"
"153","Body Boost Lv. 1: HP"
"154","Study of Wisdom"
"155","Crash Course in Wisdom"
"156","Extra Strikes Tech: Wisdom"
"157","Body Boost Lv. 1: SPD"
"158","Body Boost Lv. 2: SPD"
"159","Body Boost Lv. 3: SPD"
"160","Digivolution of Wisdom"
"161","Sagacious Study: Wisdom"
"162","Digivolution of Wisdom"
"163","Combat Doctrine: Wisdom"
"164","Body Boost Lv. 2: HP"
"165","Body Boost Lv. 3: ATK"
"166","Body Boost Lv. 3: HP"
"167","Strategic Barrier"
"168","Body Boost Lv. 1: INT"
"169","Awakening Sagacity: Wisdom"
"170","Body Boost Lv. 2: INT"
"171","Body Boost Lv. 3: INT"
"172","Strategic Perfection"
"173","Body Boost Lv. 1: SPI"
"174","Body Boost Lv. 1: ATK"
"175","Body Boost Lv. 2: SPI"
"176","Astute Blow"
"177","Digivolution of Wisdom"
"178","Study of Wisdom"
"179","Body Boost Lv. 3: SPI"
"180","Astute Perfection"
"181","Body Boost Lv. 1: SP"
"182","Body Boost Lv. 2: SP"
"183","Body Boost Lv. 3: SP"
"184","Enlightened Perfection"
"185","Extra Strikes Tech: Wisdom"
"186","Body Boost Lv. 2: ATK"
"187","Enlightened Enlightenment"
"188","Study of Wisdom"
"189","Farm Adaptation: Wisdom"
"190","Body Boost Lv. 1: DEF"
"191","Body Boost Lv. 2: DEF"
"192","Body Boost Lv. 3: DEF"
"193","Sly Perfection"
"194","Digivolution of Wisdom"
"195","Study of Wisdom"
"196","Sly Fundraising"
"197",""
"198",""
"199",""
"200",""
"201","Cross Art: Field"
"202","Lesson in Rearing"
"203","Strategic CP Application"
"204","Cross Art: Burst"
"205","In-Training Education"
"206","Rookie Education"
"207","Mature Education"
"208","Complete Education"
"209","Strategic CP Application"
"210","Cross Art: Reverse"
"211","Cross Art: Strike"
"212","Cross Art: Aura"
"213","Cross Art: High Field"
"214","Cross Art: Break"
"215","Body Boost: In-Training"
"216","Body Boost: Rookie"
"217","Body Boost: Champion"
"218","Body Boost: Ultimate"
"219","Strategic CP Application"
"220","Bond of Strength"
"221","Cross Art: Heal"
"222","Cross Art: Revive"
"223","Bond of Support"
"224","Bond of Recovery"
