int 0,string3 1,int 2,string2 3,string2 4,bool 5,string2 6,int 7,int 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int 35,int 36,float 37,float 38,float 39,float 40,int 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int 50,int 51,int 52,int 53,string2 54,string2 55,int 56
11001001,"",10,"fa_treasure_01","fa_obj",0,"f00drum00",1,0,"","","","","",0,0,-65.693,-3.6,6.146,0,0,0,1,1,"wall_cl",1,3,1,1,0,10,160,360,1,1,0,2,0,1,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D1001_001","1",21001002
11001002,"",-1,"fa_obstacles_01","",0,"d10breakdebris01",1,0,"","","","","",0,0,54.125,0.05,-0.177,90,0,0,1,1,"wall_cl",8.793,2.586,2.931,0.786,0,0,0,0,0,0,0,2,0,0.6,0,-1,10,4,15,1,1,0,0,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D1003_001","1",-1
11001100,"",11,"shutter_access","",0,"f00iconobj00",1,0,"","","","","",0,0,-66.6,-3.6,12.885,0,0,0,1,1,"",0,0,0,0,0,3,360,360,2,2,38,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11001200,"",11,"","",0,"d10evobject00",1,0,"","","","","",0,0,-44.171,0.04,-22.472,-25,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11001201,"",11,"","",0,"d10evobject00",1,0,"","","","","",0,0,-41.583,0.022,-21.461,-25,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11001202,"",11,"","",0,"d10evobject00",1,0,"","","","","",0,0,-39.167,0.06,-20.327,-25,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11001203,"",11,"","",0,"f00electgate00",1,0,"","","","","",0,0,-34.627,0.126,-17.92,68.478,0,0,1,1,"wall_cl",1,4,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11001204,"",11,"","",0,"f00electgate00",1,0,"","","","","",0,0,-37.101,0.003,-11.251,68.478,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11001205,"",11,"","",0,"f00electgate00",1,0,"","","","","",0,0,-48.492,0.105,-24.111,65,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11001206,"",11,"","",0,"f00electgate00",1,0,"","","","","",0,0,-51.678,0.04,-17.426,65,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
