int32 0,int32 1,int32 2,int32 3,string2 4,int32 5,int32 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int32 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int32 30,string2 31,float 32,float 33,float 34,int32 35,float 36,float 37,float 38,float 39,float 40,float 41,int32 42,int32 43,int32 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int32 52,string3 53,float 54,float 55,float 56,int32 57,float 58,float 59,float 60,float 61,float 62,float 63,int32 64,int32 65,int32 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int32 79,float 80,int32 81,float 82,float 83,string2 84,int32 85,float 86,int32 87,float 88,float 89,float 90,string2 91,int32 92,float 93,int32 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
10301,4130001,0,1,"",0,0,"","","","","","",6.958,1.482,-1.891,-80.219,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,5,2,2,30,0,0,0,210,6,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,2,4,4,"",0,2.8,4,6,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10302,4130001,0,1,"",0,0,"","","","","","",0.019,2.614,-61.549,18.629,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,210,3,2,3,30,0,0,0,210,4,2,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,4,"",0,2.6,0,6,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10303,4130004,0,1,"",0,0,"","","","","","",7.952,0.052,-31.75,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,210,3,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,4,"",0,0.4,0,4,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10304,4130004,0,1,"",0,0,"","","","","","",-2.361,0,-12.405,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,210,3,2,2,30,0,0,0,210,4,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,4,"",0,0.5,0,4,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10305,4130006,0,1,"",0,0,"","","","","","",-0.596,0,-27.583,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,210,3,2,2,30,0,0,0,210,4,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,4,"",0,3,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10306,4130003,0,1,"",0,0,"","","","","","",-3.261,0,-0.189,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,210,3,2,2,30,0,0,0,210,4,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,4,"",0,1.4,0,5,30,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10307,4130003,0,1,"",0,0,"","","","","","",2.654,0,-44.213,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,210,3,2,2,30,0,0,0,210,4,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,4,"",0,1.5,0,5,30,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10308,4130005,0,1,"",0,0,"","","","","","",10.393,4.59,-12.02,316.243,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,210,5,2,5,30,0,0,0,210,4,2,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,3,0,0,3,4,"",0,1.6,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10309,4130005,0,1,"",0,0,"","","","","","",4.612,5.271,-20.597,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,210,4,2,5,30,0,0,0,210,5,2,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,3,0,0,3,4,"",0,2.6,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10310,4130005,0,99,"",0,0,"","","","","","",-0.371,3,-35.158,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,210,6,2,2,30,0,0,0,210,8,2,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,3,0,0,3,4,"",0,3.1,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10311,4130005,0,1,"",0,0,"","","","","","",-2.414,2.06,-49.805,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,210,4,2,2,30,0,0,0,210,5,2,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,3,0,0,3,4,"",0,2.5,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
10312,4440003,0,10,"",0,0,"s202_kuramon03","","","","","",-18.246,0.099,-63.704,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,3,2,2,30,0,0,0,210,5,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,5,2.5,"",0,0.5,0,6,15,5,"",0,2,1,-1,"",0,0,0,-1,"","",""
