int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
10905001,"",2,"invisiblefloor_01","",false,"d0905floor01",1,1,"","","InvisibleObjects","","",0,0,4.6,2.3,-37.9,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10905002,"",2,"invisiblefloor_02","",false,"d0905floor02",1,1,"","","InvisibleObjects","","",0,0,-1.5,2.3,-54.8,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10905003,"",2,"invisiblefloor_03","",false,"d0905floor03",1,1,"","","InvisibleObjects","","",0,0,-26,2.3,-59.3,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10905004,"",2,"invisiblefloor_04","",false,"d0905floor04",1,1,"","","InvisibleObjects","","",0,0,-29,8.6,-59.3,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10905005,"",2,"invisiblefloor_05","",false,"d0905floor05",1,1,"","","InvisibleObjects","","",0,0,-29,8.6,-80.7,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10905006,"",2,"invisiblefloor_06","",false,"d0905floor06",1,1,"","","InvisibleObjects","","",0,0,-13.7,8.6,-86.8,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10905007,"",2,"invisiblefloor_07","",false,"d0905floor07",1,1,"","","InvisibleObjects","","",0,0,3,8.6,-90.3,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10905008,"",2,"invisiblefloor_08","",false,"d0905floor08",1,1,"","","InvisibleObjects","","",0,0,4.6,5,-82.1,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10905009,"",2,"invisiblefloor_09","",false,"d0905floor09",1,1,"","","InvisibleObjects","","",0,0,-13.7,2.3,-77.7,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10905010,"",2,"invisiblefloor_10","",false,"d0905floor10",1,1,"","","InvisibleObjects","","",0,0,-33.7,5,-81.2,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
