int32 0,string2 1,string2 2,string2 3,string2 4,string2 5,string2 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,string2 13,string2 14,string2 15,string2 16,bool 17,bool 18,bool 19,bool 20,string2 21,int32 22,string2 23,string2 24,int32 25,string2 26,string2 27,int32 28,string2 29,string2 30,int32 31,string2 32,string2 33,int32 34,string2 35,string2 36,int32 37,string2 38,string2 39,int32 40,string2 41,string2 42,int32 43,string2 44,string2 45,int32 46,string2 47,string2 48,int32 49,string2 50,string2 51,int32 52,int32 53,int32 54,int32 55,int32 56,int32 57,int32 58,int32 59,int32 60,int32 61,int32 62,int32 63,int32 64,int32 65,int32 66,int32 67,int32 68,int32 69,int32 70,int32 71,bool 72,bool 73,bool 74
10210000,"Common","","","","","","","","","","","","","","","",true,true,true,true,"",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210001,"A2020_dbef_160","A2020_dbef_199","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_S050_042_001","FLAG_IS_CLEAR_S050_042",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210002,"A2028_daft_350","A2028_daft_10000","P2028_daft_350","P2028_daft_10000","Z2028_daft_350","Z2028_daft_10000","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_13_180","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210010,"A2020_dbef_199","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_SEEKHIROKO_START","FLAG_SUB_SEEKHIROKO_01",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210050,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_093","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210051,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_099","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210052,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_101","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210053,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_103","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210054,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_104","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210055,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_105","FLAG_SUB_110_106_002",0,"FLAG_SUB_110_106_004","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210056,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_108","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210057,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_102","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210058,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_113","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210059,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S030_029","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210061,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_100_087_016","FLAG_SUB_110_098_003",0,"FLAG_SUB_110_098_002","FLAG_IS_CLEAR_S110_098",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210062,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_110_098_001","FLAG_SUB_110_098_004",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210063,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",1,"FLAG_IS_CLEAR_S090_072","FLAG_SUB_110_092_001",1,"FLAG_SUB_100_087_015","FLAG_SUB_110_092_001",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210064,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_110_098_003","FLAG_SUB_110_098_004",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210070,"A2028_daft_220","A2028_daft_450","P2028_daft_420","P2028_daft_450","A2028_daft_419","","","","","","","","","","","",true,true,true,true,"",1,"FLAG_SUB_100_087_015","FLAG_IS_CLEAR_S110_108",1,"FLAG_IS_CLEAR_S110_099","FLAG_IS_CLEAR_S110_108",1,"FLAG_IS_CLEAR_S110_101","FLAG_IS_CLEAR_S110_108",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210071,"A2028_daft_220","A2028_daft_450","P2028_daft_420","P2028_daft_450","A2028_daft_419","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_105","FLAG_SUB_110_106_002",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210072,"A2028_daft_220","A2028_daft_450","P2028_daft_420","P2028_daft_450","A2028_daft_419","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_104","FLAG_SUB_110_105_001",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210073,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S110_208","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210080,"A2028_daft_419","A2028_daft_10000","P2028_daft_420","P2028_daft_10000","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_100_087_014","FLAG_SUB_110_098_003",0,"FLAG_SUB_110_098_004","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210081,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_IS_CLEAR_S010_156","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210110,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_04_000","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10210111,"A2028_daft_290","A2028_daft_440","P2028_daft_290","P2028_daft_440","Z2028_daft_290","Z2028_daft_440","","","P2028_daft_350","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_09_090","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
