int 0,int 1,string3 2,string3 3,int 4,int 5,int 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int 14,int 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,int 24,float 25,float 26,float 27,float 28,int 29,int 30,string3 31,string3 32,string3 33,int 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
214001,1,"mob_0061","mob083",0,0,0,"","","e517","",0,60,"F01",0,0,-27.48,0.055,9.996,180.743,0,0,1,1,1,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214002,1,"mob_0072","mob153",0,0,0,"","","e517","",0,60,"F01",0,0,-31.968,0.055,12.675,175,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214003,1,"","mob091010101",0,0,0,"","","e517","",0,60,"F01",0,0,-3.808,0.055,1.516,197.837,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214004,1,"mob_0084","mob087020101",0,0,0,"","","e517","",0,60,"F01",0,0,-26.437,0.055,13.99,180,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214007,1,"mob_0087","mob063020101",0,0,0,"","","e517","",0,60,"F01",0,0,-30.875,0.054,1.252,161.584,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214008,1,"","mob071010101",0,0,0,"","","e517","",0,60,"F01",0,0,-17.939,0,10.409,200.537,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214010,1,"mob_0100","mob003",0,0,0,"","","e517","",0,60,"F01",0,0,-29.399,0.054,20.681,177.799,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214011,1,"mob_0101","mob063010101",0,0,0,"","","e517","",0,60,"F01",0,0,-28.041,0.054,26.801,199.498,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214014,1,"mob_0105","mob173010101",0,0,0,"","","e517","",0,60,"F01",0,0,-34.097,0.055,25.643,154.638,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214015,1,"","mob153020101",0,0,0,"","","e517","",0,60,"F01",0,0,-26.362,0.054,19.876,200,0,0,1,1,2,0,0,0,3,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214016,1,"mob_0108","mob083010101",0,0,0,"","","e517","",0,60,"F01",0,0,-21.801,0.055,19.678,202.093,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214017,1,"mob_0122","mob083020101",0,0,0,"","","e517","",0,60,"F01",0,0,-28.603,0.055,12.913,180,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214026,1,"mob_0135","mob153010101",0,0,0,"","","e517","",0,60,"F01",0,0,-25.4,0.054,9.641,196.965,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214027,1,"mob_0139","mob153",0,0,0,"","","e517","",0,60,"F01",0,0,-28.637,0.055,2.695,180.395,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214028,1,"mob_0140","mob003",0,0,0,"","","e517","",0,60,"F01",0,0,-26.957,0.055,3.129,199,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214029,1,"mob_0141","mob153",0,0,0,"","","e517","",0,60,"F01",0,0,-24.325,0.054,2.785,193.252,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214030,2,"rumor001","mob063020101",0,0,0,"","","e517","",0,60,"F01",0,0,-29.653,0.054,25.456,178.995,0,0,1,1,2,0,0.25,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214031,1,"mob_0143","mob083010101",0,0,0,"","","e517","",0,60,"F01",0,0,-25.591,0.055,7.749,190.928,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214032,1,"mob_0144","mob003020101",0,0,0,"","","e517","",0,60,"F01",0,0,-29.61,0.054,26.723,184.437,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214033,1,"","mob071020101",0,0,0,"","","e517","",0,60,"F01",0,0,-19.464,0.055,7.292,216.066,0,0,1,1,2,0,0.5,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214034,2,"rumor008","mob083010101",0,0,0,"","","e517","",0,60,"F01",0,0,-22.473,-0.2,19.664,90,0,0,0,0,1,-1,2,0,-1,0,0,"","","",1,0,0,-1,"","","","","",""
214035,1,"mob_0148","mob071010101",0,0,0,"","","e517","",0,60,"F01",0,0,-30.98,0.055,26.141,158.06,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214036,1,"mob_0150","mob083",0,0,0,"","","e517","",0,60,"F01",0,0,-6.635,0.052,2.81,220.56,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214037,1,"mob_0151","mob063",0,0,0,"","","e517","",0,60,"F01",0,0,-23.22,0.054,20.219,214.31,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214038,1,"mob_0152","mob151010101",0,0,0,"","","e517","",0,60,"F01",0,0,-21.075,0.033,9.714,185.764,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214039,1,"mob_0153","mob083010101",0,0,0,"","","e517","",0,60,"F01",0,0,-20.893,0.054,6.258,191.107,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214040,1,"mob_0155","mob107010101",0,0,0,"","","e517","",0,60,"F01",0,0,-22.706,0.054,8.368,211.356,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214041,2,"","mob087010101",0,0,0,"","","e517","",0,60,"F01",0,0,-2.184,0.055,-0.368,223.721,0,0,1,1,1,0,2,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214042,1,"mob_0159","mob003020101",0,0,0,"","","e517","",0,60,"F01",0,0,-24.822,0.054,14.188,176.628,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214043,1,"","mob063020101",0,0,0,"","","e517","",0,60,"F01",0,0,-21.114,0.055,18.032,219.166,0,0,1,1,0,0,0,0,3,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214044,1,"mob_0168","mob173010101",0,0,0,"","","e517","",0,60,"F01",0,0,-27.026,0.054,7.199,187.376,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214045,1,"","mob151",0,0,0,"","","e517","",0,60,"F01",0,0,-12.78,0.054,0.517,175.561,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214046,1,"mob_0170","mob083",0,0,0,"","","e517","",0,60,"F01",0,0,-15.738,0.054,1.795,204.632,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214047,1,"mob_0171","mob153",0,0,0,"","","e517","",0,60,"F01",0,0,-4.118,0.054,-0.244,219.621,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214048,1,"mob_0173","mob063020101",0,0,0,"","","e517","",0,60,"F01",0,0,-32.582,0.054,25.837,161.966,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214050,1,"AfterQuakeMob_1","mob084010101",0,0,0,"","","e521","",0,90,"F01",0,0,6.493,0.054,-6.542,0.942,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214051,1,"","mob003020101",0,0,0,"","","e517","",0,60,"F01",0,0,-22.401,0.054,21.397,212.843,0,0,1,1,2,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214052,1,"mob_0148","mob003010101",0,0,0,"","","e517","",0,60,"F01",0,0,-25.751,0.054,15.881,200.854,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214053,1,"mob_0140","mob003",0,0,0,"","","e517","",0,60,"F01",0,0,-30.146,0.055,6.584,152.465,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214054,1,"","mob071020101",0,0,0,"","","e517","",0,60,"F01",0,0,-29.32,0.054,23.976,169.181,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214055,1,"mob_0172","mob071020101",0,0,0,"","","e517","",0,60,"F01",0,0,-9.099,0.055,3.972,214.294,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214056,1,"mob_0151","mob063",0,0,0,"","","e517","",0,60,"F01",0,0,-14.088,0.007,7.194,214.31,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214057,2,"rumor011","mob153",0,0,0,"","","e517","",0,60,"F01",0,0,-34.865,0.054,23.592,163.575,0,0,1,1,1,0,2,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214058,1,"","mob063",0,0,0,"","","e517","",0,60,"F01",0,0,-23.606,0.054,12.215,202.537,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214059,2,"0","mob003010101",0,0,0,"","","e517","",0,60,"F01",0,0,-2.616,0.055,-5.302,216.066,0,0,1,1,1,0,2,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214060,1,"mob_0061","mob083",0,0,0,"","","e517","",0,60,"F01",0,0,-32.257,0.054,22.882,148.426,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214061,1,"mob_0072","mob153",0,0,0,"","","e517","",0,60,"F01",0,0,-28.185,0.054,18.83,175,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214063,1,"","mob083010101",0,0,0,"","","e517","",0,60,"F01",0,0,-27.501,0.054,21.879,181.405,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214064,1,"mob_0122","mob083020101",0,0,0,"","","e517","",0,60,"F01",0,0,-26.676,0.055,27.035,203.93,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214065,1,"mob_0152","mob151010101",0,0,0,"","","e517","",0,60,"F01",0,0,-23.337,0.054,22.219,203.072,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214066,1,"AfterQuakeMob_2","mob151020101",0,0,0,"","","e517","",0,60,"F01",0,0,3.413,0,-1.45,216.085,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
214067,1,"AfterQuakeMob_5","mob071",0,0,0,"","","e517","",0,60,"F01",0,0,-0.234,0.055,-6.907,219.845,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,0,-1,"","","","","",""
