int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
20434001,1,"","chr626",0,0,0,"","","bn01","",0,0,"F01",0,0,-27.348,10.848,-45.19,88.229,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434002,1,"","chr626",0,0,0,"","","bn01","",0,0,"F01",0,0,-6.037,10.328,-46.295,-76.081,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434003,1,"","chr569",0,0,0,"","","fn01_01","",0,0,"F01",0,0,-7.49,10.39,-46.628,108.995,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434004,1,"","chr582",0,0,0,"","","fe01","",0,0,"F01",0,0,18.219,10.289,-47.093,-241.109,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434005,1,"","chr582",0,0,0,"","","fe01","",0,0,"F01",0,0,19.138,10.29,-46.723,-157.358,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434006,1,"","chr626",0,0,0,"","","bn01","",0,0,"F01",0,0,34.591,6.576,-14.931,-8.46,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434007,1,"","chr626",0,0,0,"","","bn01","",0,0,"F01",0,0,34.844,11.369,35.834,-8.46,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434008,1,"","chr569",0,0,0,"","","fn01_01","",0,0,"F01",0,0,37.002,8.097,27.739,-8.46,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434009,1,"","chr569",0,0,0,"","","fn01_01","",0,0,"F01",0,0,37.112,8.031,28.839,-151.552,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434010,1,"","chr569",0,0,0,"","","fn01_01","",0,0,"F01",0,0,25.599,10.795,12.644,0.835,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434011,1,"","chr569",0,0,0,"","","fq01","",0,0,"F01",0,0,25.715,10.795,13.88,177.302,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434012,1,"","chr582",0,0,0,"","","fq01","",0,0,"F01",0,0,-16.303,4.014,-44.898,88.599,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434013,1,"","chr582",0,0,0,"","","fq01","",0,0,"F01",0,0,-20.655,4.079,-46.736,-83.795,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434014,1,"","chr582",0,0,0,"","","fq01","",0,0,"F01",0,0,35.982,-6.777,-26.135,-5.76,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434015,1,"","chr582",0,0,0,"","","fq01","",0,0,"F01",0,0,36.624,-8.03,-21.97,-5.76,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434016,1,"","chr569",0,0,0,"","","fn01_01","",0,0,"F01",0,0,-31.278,-17.986,-30.371,-151.552,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434017,1,"","chr626",0,0,0,"","","bn01","",0,0,"F01",0,0,-27.062,-21.194,-39.991,-151.552,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434018,1,"","chr582",0,0,0,"","","fq01","",0,0,"F01",0,0,4.552,4.014,-49.151,88.599,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434019,4,"","chr217",0,0,0,"","","fe02","",0,0,"F01",0,0,-9.89,-34.601,2.293,-322.827,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434020,4,"","chr301",0,0,0,"","","bs01","",3,9,"F01",0,0,8.125,-32.802,10.496,-470.618,10,0,1.3,0,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20434021,4,"","chr406",0,0,0,"","","fe02","",0,0,"F01",0,0,-7.808,-34.601,-1.614,-315.861,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
