int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
22206002,1,"","mob153",0,0,0,"","","e006","",0,0,"F01",0,0,7.365,0,-54.226,326.581,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206007,1,"","mob017",0,0,0,"","","e003","",0,0,"F01",0,0,3.972,0,-49.776,-3.248,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206008,1,"","mob014",0,0,0,"","","fn30","",0,0,"F01",0,0,3.922,-0.001,-41.488,-36.159,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206017,1,"","mob041",0,0,0,"","","fn15","",0,0,"F01",0,0,12.191,-0.001,-46.259,1.951,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206024,1,"","mob001",0,0,0,"","","e006","",0,0,"F01",0,0,11.938,0,-34.75,-8.878,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206025,1,"","mob084",0,0,0,"","","fn34","",0,0,"F01",0,0,8.619,0,-61.401,172.159,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206026,1,"","mob015",0,0,0,"","","e117","",0,0,"F01",0,0,16.668,0,-39.899,-1.365,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206028,1,"","mob001",0,0,0,"","","fn34","",0,0,"F01",0,0,2.148,0,-40.173,-88.933,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206031,1,"","mob012",0,0,0,"","","fn61","",0,0,"F01",0,0,10.763,-0.001,-50.981,2.654,-7.91,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206032,1,"","mob003",0,0,0,"","","fn15","",0,0,"F01",0,0,12.542,0,-51.031,55.983,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206033,1,"rumor_005","mob054",0,0,0,"","","fn06","",0,0,"F01",0,0,6.642,0,-32.866,-35.127,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206035,1,"","mob014",0,0,0,"","","fn30","",0,0,"F01",0,0,20.531,-0.001,-46.39,-290.251,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206039,1,"","mob081",0,0,0,"","","fn76","",0,0,"F01",0,0,16.903,0,-50.11,33.137,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206040,1,"","mob021",0,0,0,"","","fn68","",0,0,"F01",0,0,-7.549,0,-75.007,-0.42,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206041,1,"","mob014",0,0,0,"","","fn72","",0,0,"F01",0,0,10.448,0,-50.182,172.615,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206042,1,"","mob153020101",0,0,0,"","","fn70","",0,0,"F01",0,0,-11.998,-0.001,-62.415,7.776,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206043,1,"","mob015",0,0,0,"","","e117","",0,0,"F01",0,0,-7.156,0,-51.007,-109.497,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206045,1,"","mob001",0,0,0,"","","fn75","",0,0,"F01",0,0,-2.442,0,-75.541,7.028,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206047,1,"","mob023",0,0,0,"","","e006","",0,0,"F01",0,0,7.552,-0.001,-63.937,-62.396,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206050,1,"","mob074",0,0,0,"","","fn65","",0,0,"F01",0,0,3.056,0,-46.253,-470.821,0,-3.042,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206052,1,"","mob003",0,0,0,"","","fn76","",0,0,"F01",0,0,2.773,0,-55.835,366.463,0,-3.042,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206053,1,"","mob061",0,0,0,"","","fn12","",0,0,"F01",0,0,-4.523,0,-45.595,-66.141,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206055,1,"","mob081",0,0,0,"","","fn18","",0,0,"F01",0,0,3.634,0,-32.83,-191.364,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206056,1,"","mob001",0,0,0,"","","e638","",0,0,"F01",0,0,0.132,0,-33.392,-67.874,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206058,1,"","mob008",0,0,0,"","","fn70","",0,0,"F01",0,0,18.407,0,-38.503,-65.011,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206059,1,"","mob021",0,0,0,"","","fn33","",0,0,"F01",0,0,11.378,-0.001,-58.503,-139.122,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206064,1,"","mob041",0,0,0,"","","fn36","",0,0,"F01",0,0,-6.847,0,-74.632,-63.533,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206069,1,"","mob091",0,0,0,"","","fn70","",0,0,"F01",0,0,-4.02,0,-74.347,-38.092,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206070,1,"","mob084",0,0,0,"","","fn12","",0,0,"F01",0,0,15.858,0,-36.317,-35.693,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206074,1,"","mob024",0,0,0,"","","fn13","",0,0,"F01",0,0,13.227,0,-59.425,-197.244,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206077,1,"","mob151",0,0,0,"","","fn70","",0,0,"F01",0,0,-2.611,0,-44.989,155.812,0,-3.042,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206085,1,"","mob094",0,0,0,"","","fn70","",0,0,"F01",0,0,3.725,-0.001,-77.427,-413.823,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206086,1,"","mob012",0,0,0,"","","fn63","",0,0,"F01",0,0,1.174,0,-68.158,-76.674,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206087,1,"rumor_006","mob063",0,0,0,"","","fn10","",0,0,"F01",0,0,-2.664,0,-35.631,-358.712,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206094,1,"","mob033",0,0,0,"","","fn61","",0,0,"F01",0,0,17.656,0,-38.241,-398.402,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206107,1,"","mob028",0,0,0,"","","fn51","",0,0,"F01",0,0,4.871,0,-35.742,-305.88,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206108,1,"","mob061",0,0,0,"","","fn15","",0,0,"F01",0,0,20.953,0,-36.789,-367.388,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206110,1,"","mob041",0,0,0,"","","fn21","",0,0,"F01",0,0,8.318,-0.001,-59.311,-141.389,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206113,1,"","mob083",0,0,0,"","","fn15","",0,0,"F01",0,0,16.42,0,-42.792,148.021,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206114,1,"","mob003",0,0,0,"","","e516","",0,0,"F01",0,0,-5.256,0,-60.976,135.981,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206115,1,"","mob003",0,0,0,"","","fn74","",0,0,"F01",0,0,-0.132,-0.001,-42.864,204.131,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206117,1,"","mob153",0,0,0,"","","fn50","",0,0,"F01",0,0,-2.135,-0.001,-37.663,-303.484,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206119,1,"","mob003",0,0,0,"","","fn15","",0,0,"F01",0,0,-23.374,0,-63.705,67.989,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206120,1,"","mob071",0,0,0,"","","fn51","",0,0,"F01",0,0,7.567,0,-51.086,-338.762,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206122,1,"rumor_002","mob063010101",0,0,1,"","","fn54","",0,0,"F01",0,0,0.882,0,-73.308,9.925,0,0,1,1,2,0,0.1,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206125,1,"","mob083",0,0,0,"","","fn50","",0,0,"F01",0,0,0.684,0,-46.706,-300.117,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206126,1,"","mob071",0,0,0,"","","fn51","",0,0,"F01",0,0,-1.214,0,-67.253,-397.046,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206128,1,"","mob071",0,0,0,"","","fn51","",0,0,"F01",0,0,-10.956,-0.001,-56.241,-501.258,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206136,1,"","mob075",0,0,0,"","","fn66","",0,0,"F01",0,0,-0.466,0,-52.434,67.32,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206139,1,"","mob071",0,0,0,"","","fn51","",0,0,"F01",0,0,-0.713,0,-57.834,-337.548,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206140,1,"","mob015",0,0,0,"","","e117","",0,0,"F01",0,0,-0.817,-0.001,-82.539,6.329,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206142,1,"","mob095",0,0,0,"","","fn70","",0,0,"F01",0,0,11.563,-0.001,-63.252,10.762,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206145,1,"","mob083",0,0,0,"","","fn51","",0,0,"F01",0,0,3.343,0,-58.586,-261.011,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
22206151,1,"","mob153010101",0,0,0,"","","fn11","",0,0,"F01",0,0,-3.471,0,-68.218,367.683,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
