int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
406001,-1,"","mob081",0,0,0,"","","fn07","",0,0,"F01",0,0,-42.382,0,-24.2,34.836,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406002,-1,"","mob027",0,0,0,"","","fn52","",0,0,"F01",0,0,-33.552,0,-15.687,-32.949,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406003,-1,"","mob005010101",0,0,0,"","","fs02","",0,0,"F01",0,0,-39.952,0,-7.073,70.117,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406004,-1,"","mob005010101",0,0,0,"","","fs01","",0,0,"F01",0,0,-40.88,0,14.713,39.214,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406005,-1,"","mob037",0,0,0,"","","fn02","",0,0,"F01",0,0,-40.138,0,15.172,-158.949,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406006,-1,"","mob057",0,0,0,"","","fn01","",0,0,"F01",0,0,-34.396,0,27.539,-8.665,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406007,-1,"","mob037020101",0,0,0,"","","fn01","",0,0,"F01",0,0,-34.404,0,28.49,-189.48,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406008,-1,"","mob028",0,0,0,"","","fn06","",0,0,"F01",0,0,-33.575,0.078,-15.267,-121.941,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406009,-1,"","mob015010101",0,0,0,"","","fn10","",0,0,"F01",0,0,-40.097,0,-54.838,-17.473,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406010,-1,"","mob014010101",0,0,0,"","","fn01","",0,0,"F01",0,0,-40.466,0,-54.179,90.314,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406011,-1,"","mob012010101",0,0,0,"","","fn02","",0,0,"F01",0,0,-39.839,0,-53.963,37.858,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406012,-1,"","mob057",0,0,0,"","","fn02","",0,0,"F01",0,0,-42.474,0,-5.065,-51.993,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
406013,-1,"","mob038",0,0,0,"","","fn02","",0,0,"F01",0,0,-43.181,0,-4.433,91.69,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
