int32 0,int32 1,int32 2,int32 3,string2 4,int32 5,int32 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int32 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int32 30,string2 31,float 32,float 33,float 34,int32 35,float 36,float 37,float 38,float 39,float 40,float 41,int32 42,int32 43,int32 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int32 52,string3 53,float 54,float 55,float 56,int32 57,float 58,float 59,float 60,float 61,float 62,float 63,int32 64,int32 65,int32 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int32 79,float 80,int32 81,float 82,float 83,string2 84,int32 85,float 86,int32 87,float 88,float 89,float 90,string2 91,int32 92,float 93,int32 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1020801,4061001,0,-1,"",0,0,"","","","","","",31.415,27.64,-40.418,226.656,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,1,5,30,0,0,0,210,8,1,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,5,"",0,2,0,5,25,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020802,4061008,0,-1,"",0,0,"","","","","","",40.674,26.036,-30.002,307.529,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,5,4,30,0,0,0,210,8,5,4,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,4,"",0,2,0,4,20,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020803,4062001,0,-1,"",0,0,"","","","","","",37.261,28.465,-47.534,219.075,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,5,30,0,0,0,360,8,2,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,3,0,0,5,6,"",0,2,3,6.5,20,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020804,4062001,0,-1,"",0,0,"","","","","","",37.515,11.476,45.015,36.733,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,5,30,0,0,0,360,8,2,5,"Alert_01","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,3,0,0,5,3,"",0,2,0,6.5,20,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020805,4062001,0,-1,"",0,0,"","","","","","",-15.978,-3.229,47.385,0,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,5,30,0,0,0,210,6,2,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,3,0,1,5,6,"rail_move_100",0,2,0,6.5,20,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020806,4062001,0,-1,"",0,0,"","","","","","",46.685,16.526,-6.612,90,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,4,1,3,30,0,0,0,30,8,1,3,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,3,0,2,5,3,"",0,2,0,6.5,20,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020807,4062003,0,-1,"",0,0,"","","","","","",4.748,4.899,47.617,14.208,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,5,5,30,0,0,0,210,8,5,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,2.7,"",0,0.5,0,4,12,5,"",0,2,0,-1,"",0,0,0,100,"","",""
1020808,4062003,0,-1,"",0,0,"","","","","","",47.714,14.613,15.083,36.733,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,5,5,30,0,0,0,210,8,5,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,3,"",0,0.5,0,4,12,5,"",0,2,0,-1,"",0,0,0,100,"","",""
1020809,4062004,0,-1,"",0,0,"","","","","","",20.862,28.46,-52.811,36.733,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,5,5,30,0,0,0,210,8,5,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,3,"",0,0.5,0,4,12,5,"",0,2,0,-1,"",0,0,0,100,"","",""
1020810,4062005,0,-1,"",0,0,"","","","","","",-7.97,1.218,47.363,180,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,5,30,0,0,0,210,6,2,5,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,3,0,1,5,6,"rail_move_101",0,2,0,6.5,20,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
