int32 0,string2 1,float 2,float 3,float 4,float 5,float 6,int32 7,int32 8,float 9,float 10,float 11,float 12,int32 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,string2 21,int32 22,int32 23,int32 24,int32 25,string2 26,string2 27,int32 28
403001,"1",1.5,160,360,1,1,2,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403004,"4",1.5,160,360,1,1,2,2,0,1.4,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403005,"5",1.5,160,360,1,1,2,2,0,1.4,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403006,"6",1.5,160,360,1,1,2,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403007,"7",1.5,160,360,1,1,2,2,0,1.2,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403008,"8",1.5,160,360,1,1,2,2,0,1.75,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403009,"9",1.5,160,360,1,1,2,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403010,"10",1.5,160,360,1,1,2,2,0,1.4,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403011,"11",1.5,160,360,1,1,2,2,0,1.4,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403012,"12",1.5,160,360,1,1,2,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403400,"400",1.5,160,360,1,1,34,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403401,"401",1.5,160,360,1,1,39,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403402,"402",1.5,160,360,1,1,34,2,0,1,-0.2,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403500,"500",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403501,"501",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403700,"700",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403701,"701",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403905,"905",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403906,"906",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403907,"907",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
403908,"908",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
