int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10402300,"",-1,"ride_whip_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402301,"",-1,"ride_whip_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402302,"",-1,"ride_whip_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402303,"",-1,"ride_whip_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402304,"",-1,"ride_whip_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402305,"",-1,"ride_whip_0006",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402306,"",-1,"ride_whip_0007",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402307,"",-1,"ride_whip_0008",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402308,"",99,"ride_fly_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402309,"",-1,"ride_whip_0009",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402320,"",-1,"ride_whiplanding_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402321,"",-1,"ride_whiplanding_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402322,"",-1,"ride_whiplanding_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402323,"",-1,"ride_whiplanding_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402324,"",-1,"ride_whiplanding_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402325,"",-1,"ride_whiplanding_0006",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402326,"",-1,"ride_whiplanding_0007",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402327,"",-1,"ride_whiplanding_0008",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402328,"",-1,"ride_whiplanding_0009",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402329,"",-1,"start_06",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402400,"",-1,"theater_0001",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10402401,"",-1,"start_50",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
