int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
10401100,"",-1,"fa_obstacles_01","fa_obj",false,"d04breakrock00",1,0,"","","","","",0,0,-34.019,7.356,23.746,23,0,0,1,1,"wall_cl",10,3,2.5,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0401_001","1",-1
10401101,"",1,"fa_obstacles_02","fa_obj",false,"d04breakrock01",1,0,"","","","","",0,0,50.478,19.574,49.907,0,0,0,1,1,"wall_cl",2.5,3,15,1.5,35,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0401_002","1",-1
10401102,"",-1,"fa_obstacles_03","fa_obj",false,"d04breakrock00",1,0,"","","","","",0,0,2.765,13.012,-67.934,340,0,0,1,1,"wall_cl",8,3,2.5,0.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0401_003","1",-1
10401103,"",-1,"fa_obstacles_15","fa_obj",false,"d04breakrock00",1,0,"","","","","",0,0,1.431,10.637,14.792,340,0,0,1,1,"wall_cl",12,3,2.5,0.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0401_015","1",-1
10401104,"",-1,"fa_obstacles_16","fa_obj",false,"d04breakrock00",1,0,"","","","","",0,0,28.404,13.01,-90.474,340,0,0,1,1,"wall_cl",8,3,2.5,0.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0401_016","1",-1
10401105,"",-1,"fa_obstacles_05","fa_obj_ele",false,"d04ridebreak00",1,0,"","","","","",0,0,-8.968,20.113,-27.862,340,0,0,1.3,0,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,15,10,10,0,0,0,"",0,0,1,0,"FLAG_GIMMICK_FA_D0401_005","1",-1
10401106,"",-1,"fa_obstacles_06","fa_obj_ele",false,"d04ridebreak00",1,0,"","","","","",0,0,-32.04,21.158,-42.136,340,0,0,1.3,0,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,15,10,10,0,0,0,"",0,0,1,0,"FLAG_GIMMICK_FA_D0401_006","1",-1
10401107,"",-1,"fa_obstacles_07","fa_obj_ele",false,"d04ridebreak00",1,0,"","","","","",0,0,-9.368,22.398,-55.192,340,0,0,1.3,0,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,15,10,10,0,0,0,"",0,0,1,0,"FLAG_GIMMICK_FA_D0401_007","1",-1
10401108,"",-1,"fa_obstacles_08","fa_obj_ele",false,"d04ridebreak00",1,0,"","","","","",0,0,45.475,24.763,-7.857,340,0,0,1.3,0,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,15,10,10,0,0,0,"",0,0,1,0,"FLAG_GIMMICK_FA_D0401_008","1",-1
10401109,"",-1,"fa_obstacles_09","fa_obj_ele",false,"d04ridebreak00",1,0,"","","","","",0,0,75.07,29.163,-22.254,339.926,0,0,1.3,0,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,15,10,10,0,0,0,"",0,0,1,0,"FLAG_GIMMICK_FA_D0401_009","1",-1
