int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10401001,"",-1,"obj_0001",false,"chr367",1,0,"","","","ba01","",0,0,"",0,0,0,0,0
10401300,"",-1,"ride_whip_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401301,"",-1,"ride_whip_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401302,"",-1,"ride_whip_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401303,"",-1,"ride_whip_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401304,"",-1,"ride_whip_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401305,"",-1,"ride_whip_0006",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401306,"",-1,"ride_whip_0007",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401307,"",-1,"ride_whip_0008",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401308,"",-1,"ride_whip_0009",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401309,"",-1,"ride_whip_0010",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401310,"",-1,"ride_whip_0011",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401311,"",-1,"ride_whip_0012",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401312,"",-1,"ride_whip_0013",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401313,"",-1,"ride_whip_0014",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401314,"",99,"ride_fly_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401315,"",-1,"ride_whip_0015",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401320,"",-1,"ride_whiplanding_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401321,"",-1,"ride_whiplanding_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401322,"",-1,"ride_whiplanding_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401323,"",-1,"ride_whiplanding_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401324,"",-1,"ride_whiplanding_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401325,"",-1,"ride_whiplanding_0006",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401326,"",-1,"ride_whiplanding_0007",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401327,"",-1,"ride_whiplanding_0008",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401328,"",-1,"ride_whiplanding_0009",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401329,"",-1,"ride_whiplanding_0010",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401330,"",-1,"ride_whiplanding_0011",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401331,"",-1,"ride_whiplanding_0012",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401332,"",-1,"ride_whiplanding_0013",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401333,"",-1,"ride_whiplanding_0014",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401334,"",-1,"ride_whiplanding_0015",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401335,"",-1,"ride_whiplanding_0016",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401400,"",-1,"theater_0001",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10401401,"",-1,"start_50",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
