int32 0,string2 1,float 2,float 3,float 4,float 5,float 6,int32 7,int32 8,float 9,float 10,float 11,float 12,int32 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,string2 21,int32 22,int32 23,int32 24,int32 25,string2 26,string2 27,int32 28
10502001,"1",3,360,360,1,1,0,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502002,"2",3,360,360,1,1,0,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502003,"3",3,360,360,1,1,0,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502005,"5",0,0,0,1,1,0,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502006,"6",3,360,360,1,1,2,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502007,"7",1.5,360,360,1,1,7,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502008,"8",1.5,360,360,1,1,7,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502009,"9",2,360,360,1,1,7,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502010,"10",2,360,360,3,3,7,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502011,"11",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502015,"15",0,0,0,3,3,0,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502016,"16",0,0,0,1,1,0,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502017,"17",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502018,"18",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502051,"100",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502052,"101",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502053,"100",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502054,"101",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502055,"100",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502057,"101",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502058,"100",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502059,"101",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502060,"100",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502063,"101",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502064,"100",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502065,"101",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502100,"100",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502101,"101",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502350,"350",1.5,360,120,3,3,38,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502351,"351",1.5,360,120,3,3,38,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502357,"357",1.5,360,120,3,3,38,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502358,"358",1.5,360,120,3,3,38,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502359,"359",1,360,120,3,3,38,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502360,"360",1,360,120,3,3,38,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502361,"361",1,360,120,3,3,38,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502900,"",0,0,0,0,0,0,0,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502901,"",0,0,0,0,0,0,0,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10502902,"",0,0,0,0,0,0,0,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
