int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
10502001,"",10,"fa_obstacles_01","fa_obj",false,"d02breakscrap00",1,0,"","","","","",0,0,57.839,-8.463,-8.241,90,0,0,1.2,0,"wall_cl",3,3,3,1.5,0,4,180,360,1,1,2,2,0,1,0,-1,10,4,10,2,2,0,0.5,0,"sp_1003",0,0,-1,0,"FLAG_GIMMICK_FA_D0502_020","1",-1
10502002,"",10,"fa_obstacles_02","fa_obj",false,"d05breakbox02",1,0,"","","","","",0,0,38.508,-17.536,-42.288,90,0,0,1,1,"wall_cl",7,3,2.5,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"sp_1000",0,0,-1,0,"FLAG_GIMMICK_FA_D0502_002","1",-1
10502003,"",10,"fa_obstacles_03","fa_obj",false,"d0502breakdoor00",1,0,"","","","","",0,0,-55.292,-19.436,-42.923,0,0,0,1,1,"wall_cl",1,3,8,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"sp_1001",0,0,-1,0,"FLAG_GIMMICK_FA_D0502_003","1",-1
10502004,"",10,"fa_obstacles_04","fa_obj",false,"d05breakbox02",1,0,"","","","","",0,0,-12.523,-19.536,-3.474,0,0,0,1,1,"wall_cl",7,3,2.5,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"sp_1002",0,0,-1,0,"FLAG_GIMMICK_FA_D0502_004","1",-1
10502005,"",10,"fa_obstacles_05","fa_obj",false,"d05breakbox00",1,0,"","","","","",0,0,-10.916,-19.536,-17.146,0,0,0,1,1,"wall_cl",3,3,3,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0502_005","1",-1
10502006,"",10,"fa_obstacles_06","fa_obj",false,"d05breakbox00",1,0,"","","","","",0,0,-13.931,-19.536,-15.14,0,0,0,1,1,"wall_cl",3,3,3,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0502_006","1",-1
10502007,"",10,"fa_obstacles_07","fa_obj",false,"d05breakbox02",1,0,"","","","","",0,0,80.269,-8.463,29.138,345,0,0,1,1,"wall_cl",7,3,3,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0502_007","1",-1
10502008,"",10,"fa_obstacles_08","fa_obj",false,"d05breakbox02",1,0,"","","","","",0,0,80.24,-8.463,19.689,15,0,0,1,1,"wall_cl",7,3,3,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0502_008","1",-1
10502009,"",10,"fa_obstacles_09","fa_obj",false,"d05breakbox00",1,0,"","","","","",0,0,33.693,-17.536,-16.288,0,0,0,1,1,"wall_cl",3,3,3,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0502_009","1",-1
10502010,"",10,"fa_obstacles_10","fa_obj",false,"d05breakbox02",1,0,"","","","","",0,0,32.293,-17.536,-28.088,345,0,0,1,1,"wall_cl",7,3,3,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0502_010","1",-1
