int32 0,int32 1,int32 2,int32 3,string2 4,int32 5,int32 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int32 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int32 30,string2 31,float 32,float 33,float 34,int32 35,float 36,float 37,float 38,float 39,float 40,float 41,int32 42,int32 43,int32 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int32 52,string3 53,float 54,float 55,float 56,int32 57,float 58,float 59,float 60,float 61,float 62,float 63,int32 64,int32 65,int32 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int32 79,float 80,int32 81,float 82,float 83,string2 84,int32 85,float 86,int32 87,float 88,float 89,float 90,string2 91,int32 92,float 93,int32 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1060312,11800020,0,1,"",0,0,"enemy_01","","","","","",8.003,0,107.127,-106.197,1.75,0,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,0,0,0,360,6,5,5,30,0,0,1,210,20,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,2,3.5,3,"",0,2,0,3.5,100,5,"",0,2,1,-1,"",0,0,0,-1,"","",""
1060313,11800020,0,1,"",0,0,"enemy_02","","","","","",-8.259,-0.001,67.285,180,1.75,0,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,0,0,0,360,6,5,5,30,0,0,1,210,20,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,2,3.5,3,"",0,2,0,3.5,100,5,"",0,2,1,-1,"",0,0,0,-1,"","",""
1060314,11800020,0,1,"",0,0,"enemy_03","","","","","",8.227,-0.004,12.526,0,1.75,0,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,0,0,0,360,6,5,5,30,0,0,1,210,20,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,2,3.5,3,"",0,2,0,3.5,100,5,"",0,2,1,-1,"",0,0,0,-1,"","",""
1060315,11800020,0,1,"",0,0,"enemy_04","","","","","",-8.021,2.896,-37.428,0,1.75,0,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,0,0,0,360,6,5,5,30,0,0,1,210,20,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,2,3.5,3,"",0,2,0,3.5,100,5,"",0,2,1,-1,"",0,0,0,-1,"","",""
1060320,4240001,0,2,"",0,0,"","","","","","",2.678,0,-39.439,-147.918,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,5,30,0,0,0,210,7,2,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,2.5,"",0,2,0,5.5,18,5,"",0,1.5,0,-1,"",0,0,0,-1,"","",""
1060321,4240005,0,2,"",0,0,"","","","","","",-0.024,0,75.912,-147.918,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,5,30,0,0,0,210,7,2,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,2.5,"",0,2,0,5.5,18,5,"",0,1.5,0,-1,"",0,0,0,-1,"","",""
1060322,4240003,0,2,"",0,0,"","","","","","",2.265,0,102.846,-147.918,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,5,30,0,0,0,210,7,2,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,6,4,"",0,2,0,6.5,18,5,"",0,1.5,0,-1,"",0,0,0,-1,"","",""
1060323,4240006,0,2,"",0,0,"","","","","","",-15.574,0,75.966,-147.918,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,5,30,0,0,0,210,7,2,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,2.5,"",0,2,0,5.5,18,5,"",0,1.5,0,-1,"",0,0,0,-1,"","",""
1060324,4240006,0,2,"",0,0,"","","","","","",-33.866,0,-88.214,-147.918,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,5,30,0,0,0,210,7,2,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,3,"",0,2,0,5.5,18,5,"",0,1.5,0,-1,"",0,0,0,-1,"","",""
1060325,4240005,0,2,"",0,0,"","","","","","",-37.527,0,-79.236,-147.918,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,5,30,0,0,0,210,7,2,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,3,"",0,2,0,5.5,18,5,"",0,1.5,0,-1,"",0,0,0,-1,"","",""
