string2 0,string 1
"1","Mystery of the Missing T-Shirt"
"2","Infinite Imagination"
"3","The Secret Getaway"
"11",""
"12",""
"13","To My Dearest"
"14",""
"15",""
"16",""
"18","The Color the Water Speaks Of"
"19","Listen to the Voice"
"24","Secret of the Hidden Honey Base"
"26",""
"27",""
"28",""
"29","Find a Lead Vocalist!"
"30","Hidden Honey Base Strikes Back"
"31","Fertilizer for the Soul"
"32","The Mighty Bearmon Brothers"
"33","Message from Beyond Time"
"38","The Blacksmith's Request"
"39","The Craftsman's Partner"
"40",""
"41","A Delayed Return"
"42","The Trial"
"43","PlatinumNumemon's Jewelry"
"44",""
"45",""
"46",""
"47",""
"48",""
"49",""
"50",""
"52",""
"53",""
"55","What Is Love?"
"56","Premonitions of Love"
"57","Triumph Is Mine"
"59","I Want to Go Someplace Legendary!"
"60","Impatience and Determination"
"61",""
"62",""
"63",""
"70",""
"71",""
"72","The Father of Shinjuku"
"73",""
"74",""
"77","Quick to Fight, Quick on the Job"
"78","Back to the Skies"
"82","Longing for Akihabara"
"83",""
"84",""
"87","Royal Knights, Assemble!"
"88","The Helper from Shambala"
"89","The Forgetful Helpers"
"90","Between the Worlds"
"91","A Missing Friend"
"92","Knowing One's Strength"
"93","Showdown with the Immortal Steed"
"94","Secrets Are for Sharing"
"98","Alpha and Omega"
"99","One Shield Maker's Struggle"
"100","Veemon's Growth"
"101","Bring Your Own Materials"
"102","The Worthy"
"103","Duels Must Be Fair"
"104","Blink and You'll Miss It"
"105","The Beautiful Knight Corps"
"106","A Display of Beautiful Swordplay"
"108","The Call of the Unseen"
"109","A Facilitator's Woes"
"111","A Stubborn Fighter?"
"112","Yaro-Kei Ramen"
"113","Choosing a Human Representative!"
"114","Merukimon's Thriving Tavern *Not used"
"116","My First Card Battle"
"117",""
"146","To Do the Job, You Need to Dress the Part"
"147","The Targeted Cosplayer"
"148","Knowledge Is the Death of Fear"
"149","In the Palm of an Unknown Hand"
"150","Proper Beach Attire"
"151",""
"152","From Pegasusmon to the World"
"153",""
"154","Mirei's Stability"
"155",""
"156","An Odd Letter"
"157","Digimon Rescue: Departure"
"158","Digimon Rescue: Awakening"
"159","The Easy Road Is Best"
"160","How to Cheer Up a Warrior"
"161",""
"162","The Pinnacle of the Card World"
"163","Defeat Apocalymon"
"164",""
"165",""
"166",""
"167","Minervamon's Decision"
"168",""
"169","Scariest Face in the World"
"170","Fulfilling a Great Ambition"
"171","Observing the Underworld"
"172","Divermon's Woes"
"173","I Don't Belong Anywhere Yet"
"176","Final Battle Challenger"
"177",""
"178","A Gift from the Hosts"
"179","Stuck in the Restroom"
"180","Memories of Bonds"
"181",""
"182",""
"183","A Stubborn Fog"
"184",""
"200","Dreams or Reality?"
"201","All Eyes on Me!"
"202","Silent Envy"
"208","Susanomon the Hero"
"211","Royal Knights' Test Match"
"216","Encounters beyond Space-Time"
"217","Olympos XII's Test Match"
"300","The Greatest OMNI Carnival"
"500","A New World Truth"
"920","Survive to the End 1"
"921","Survive to the End 2"
"922","Survive to the End 3"
"923","Survive to the End 4"
"930","Speed Is Victory 1"
"931","Speed Is Victory 2"
"932","Speed Is Victory 3"
"933","Speed Is Victory 4"
"945","Time Attack Boss Battle 1"
"946","Time Attack Boss Battle 2"
"947","Time Attack Boss Battle 3"
"948","Time Attack Boss Battle 4"
"950","Protect the Giant Digimeat 1"
"951","Protect the Giant Digimeat 2"
"952","Protect the Giant Digimeat 3"
"953","Protect the Giant Digimeat 4"
"960","The Ultimate Battle: Apocalymon"
"961","The Ultimate Battle: Agumon (Bond of Bravery)"
"962","The Ultimate Battle: Gabumon (Bond of Friendship)"
"963","The Ultimate Battle: Imperialdramon DM"
"970","The Hall of EXP"
"971","The Hall of Gold"
"972","The Hall of Materials"
"980","Fight the Ultimate Digimon 1"
"981","Fight the Ultimate Digimon 2"
"982","Fight the Ultimate Digimon 3"
"983","Fight the Ultimate Digimon 4"
