int 0,int 1,int 2,int 3,int 4,int 5,int 6,int 7
1,0,0,0,0,0,0,0
2,25,14,12,9,9,8,10
3,25,14,12,9,9,8,10
4,25,14,12,9,9,8,10
5,25,14,12,9,9,8,10
6,25,14,12,9,9,8,10
7,25,14,12,9,9,8,10
8,25,14,12,9,9,8,10
9,25,14,12,9,9,8,10
10,25,14,12,9,9,8,10
11,25,14,12,9,9,8,10
12,25,14,12,9,9,8,10
13,25,14,12,9,9,8,10
14,25,14,12,9,9,8,10
15,25,14,12,9,9,8,10
16,25,14,12,9,9,8,10
17,25,14,12,9,9,8,10
18,25,14,12,9,9,8,10
19,25,14,12,9,9,8,10
20,25,14,12,9,9,8,10
21,25,14,12,9,9,8,10
22,25,14,12,9,9,8,10
23,25,14,12,9,9,8,10
24,25,14,12,9,9,8,10
25,25,14,12,9,9,8,10
26,25,14,12,9,9,8,10
27,25,14,12,9,9,8,10
28,25,14,12,9,9,8,10
29,25,14,12,9,9,8,10
30,25,14,12,9,9,8,10
31,25,14,12,9,9,8,10
32,25,14,12,9,9,8,10
33,25,14,12,9,9,8,10
34,25,14,12,9,9,8,10
35,25,14,12,9,9,8,10
36,10,6,5,4,5,3,4
37,10,6,5,4,5,3,4
38,10,6,5,4,5,3,4
39,10,6,5,4,5,3,4
40,10,6,5,4,5,3,4
41,10,6,5,4,5,3,4
42,10,6,5,4,5,3,4
43,10,6,5,4,5,3,4
44,10,6,5,4,5,3,4
45,10,6,5,4,5,3,4
46,10,6,5,4,5,3,4
47,10,6,5,4,5,3,4
48,10,6,5,4,5,3,4
49,10,6,5,4,5,3,4
50,10,6,5,4,5,3,4
51,10,6,5,4,5,3,4
52,10,6,5,4,5,3,4
53,10,6,5,4,5,3,4
54,10,6,5,4,5,3,4
55,10,6,5,4,5,3,4
56,10,6,5,4,5,3,4
57,10,6,5,4,5,3,4
58,10,6,5,4,5,3,4
59,10,6,5,4,5,3,4
60,10,6,5,4,5,3,4
61,10,6,5,4,5,3,4
62,10,6,5,4,5,3,4
63,10,6,5,4,5,3,4
64,10,6,5,4,5,3,4
65,10,6,5,4,5,3,4
66,10,6,5,4,5,3,4
67,10,6,5,4,5,3,4
68,10,6,5,4,5,3,4
69,10,6,5,4,5,3,4
70,10,6,5,4,5,3,4
71,7,5,4,2,3,2,3
72,7,5,4,2,3,2,3
73,7,5,4,2,3,2,3
74,7,5,4,2,3,2,3
75,7,5,4,2,3,2,3
76,7,5,4,2,3,2,3
77,7,5,4,2,3,2,3
78,7,5,4,2,3,2,3
79,7,5,4,2,3,2,3
80,7,5,4,2,3,2,3
81,7,5,4,2,3,2,3
82,7,5,4,2,3,2,3
83,7,5,4,2,3,2,3
84,7,5,4,2,3,2,3
85,7,5,4,2,3,2,3
86,7,5,4,2,3,2,3
87,7,5,4,2,3,2,3
88,7,5,4,2,3,2,3
89,7,5,4,2,3,2,3
90,7,5,4,2,3,2,3
91,7,5,4,2,3,2,3
92,7,5,4,2,3,2,3
93,7,5,4,2,3,2,3
94,7,5,4,2,3,2,3
95,7,5,4,2,3,2,3
96,7,5,4,2,3,2,3
97,7,5,4,2,3,2,3
98,7,5,4,2,3,2,3
99,7,5,4,2,3,2,3
