int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
20416001,"",-1,"way_out","",false,"ef_f_mov_121_ga",1,0,"","","","","",0,0,0,30,56.633,180,0,0,1,1,"",0,0,0,0,0,2,360,360,1,1,38,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416002,"",-1,"control_panel","",false,"f00iconobj00",1,0,"","","","","",0,0,1.7,31.6,40.7,0,0,0,1,1,"",0,0,0,0,0,2,360,160,1,2,2,2,0,-0.2,0,10,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416003,"",1,"terminal","",false,"h04pendulum00",1,0,"","","","","",0,0,0,30,40,0,0,0,0.5,0,"wall_cl",5,3.5,2,1.75,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416004,"",2,"","",false,"h04pendulum00",1,0,"","","","e001","",0,0,0,30,40,0,0,0,0.5,0,"wall_cl",5,3.5,2,1.75,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416005,"",3,"log_message","4991001",false,"h00pop00",1,0,"","","","","",0,0,-5.5,30,40,0,0,0,1,1,"",0,0,0,0,0,2,160,360,1,1,2,2,0,1,0,10,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416006,"",4,"","",false,"h00pop00",1,0,"","","","e002","",0,0,-5.5,30,40,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416007,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,0,15,11.5,0,0,0,1,1,"invisible",18,6.5,1,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416008,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-9,15,8.5,0,0,0,1,1,"invisible",6,6.5,1,3,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416009,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-9,15,-6.5,0,0,0,1,1,"invisible",6,6.5,1,3,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416010,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,9,15,-6.5,0,0,0,1,1,"invisible",6,6.5,1,3,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416011,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,9,15,8.5,0,0,0,1,1,"invisible",6,6.5,1,3,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416012,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-6,15,-10,0,0,0,1,1,"invisible",6,6.5,1,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416013,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,6,15,-10,0,0,0,1,1,"invisible",6,6.5,1,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416014,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,0,20,22,0,0,0,1,1,"sybl_cl",50,15,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416015,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,25,20,-2.5,0,0,0,1,1,"sybl_cl",50,15,1,0,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416016,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-25,20,-2.5,0,0,0,1,1,"sybl_cl",50,15,1,0,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416017,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,0,15,-65.5,0,0,0,1,1,"invisible",18,6.5,1,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416018,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-9,15,-48,0,0,0,1,1,"invisible",6,6.5,1,3,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416019,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-9,15,-62,0,0,0,1,1,"invisible",6,6.5,1,3,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416020,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,9,15,-62,0,0,0,1,1,"invisible",6,6.5,1,3,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416021,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,9,15,-48,0,0,0,1,1,"invisible",6,6.5,1,3,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416022,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-6,15,-45,0,0,0,1,1,"invisible",6,6.5,1,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416023,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,6,15,-45,0,0,0,1,1,"invisible",6,6.5,1,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416024,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,25,20,-57.5,0,0,0,1,1,"sybl_cl",50,15,1,0,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416025,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-25,20,-57.5,0,0,0,1,1,"sybl_cl",50,15,1,0,90,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416026,"",10,"","",false,"d03cliffblock00",1,0,"","","","","",0,0,-19.325,-2.823,0.735,-73.733,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416027,"",10,"","",false,"d03cliffblock00",1,0,"","","","","",0,0,-12.174,-1.053,-18.572,58.398,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416028,"",10,"","",false,"d03cliffblock00",1,0,"","","","","",0,0,8.193,-1.518,16.077,69,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416029,"",10,"","",false,"d03cliffblock01",1,0,"","","","","",0,0,-15.765,-0.049,15.369,-23.45,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416030,"",10,"","",false,"d03cliffblock01",1,0,"","","","","",0,0,10.293,0,-10.112,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416031,"",10,"","",false,"d03cliffblock01",1,0,"","","","","",0,0,-11.804,0.374,0.009,-2.199,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416032,"",10,"","",false,"d03cliffblock01",1,0,"","","","","",0,0,17.486,-0.365,2.253,-79.39,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416033,"",10,"","",false,"d03cliffblock01",1,0,"","","","","",0,0,12.47,-0.438,3.928,-3.176,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416034,"",10,"","",false,"d03cliffblock02",1,0,"","","","","",0,0,12.466,-0.001,10.453,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416035,"",10,"","",false,"d03cliffblock02",1,0,"","","","","",0,0,-12.161,-0.164,2.388,69.038,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416036,"",10,"","",false,"d03cliffblock02",1,0,"","","","","",0,0,17.188,0,10.454,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20416037,"",10,"fa_obstacles_01","fa_obj",false,"d03breakrock00",1,0,"","","","","",0,0,-0.218,-0.001,-12.65,364.5,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_H0416_001","1",-1
20416038,"",10,"fa_obstacles_02","fa_obj",false,"d03breakrock00",1,0,"","","","","",0,0,14.926,0,10.385,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_H0416_002","1",-1
