string2 0,string 1
"0","To the Endless World"
"1","Agent Alpha"
"2","wherever you are (JPN Ver.)"
"4","wherever you are (ENG Ver.)"
"101","Prosperous Central Town"
"104","The Sunny Gear Forest"
"106","Hard-Driving Factorial Area"
"108","The Sky Gate"
"111","A Mysterious Space"
"112","The World of Dreams"
"113","The Will of the Higher Being"
"114","The In-Between Theater"
"116","HIGH ELEVATION"
"117","Rebellion Village"
"119","STREET BUSTLE"
"120","Unused text"
"121","The Warriors' Rest"
"124","Into the Abyss"
"125","Otherside Isle"
"126","Unused text"
"127","Unused text"
"128","Unused text"
"129","The Paradise Colosseum Lobby"
"130","Forest Feast"
"133","Silent Prison"
"201","Enjoy the Fight"
"202","Urban Warfare"
"204","Struggle against Trials"
"205","The Dawn of Ultimate Evil"
"206","Descension of the Evil Deity"
"207","Pillar of Evil"
"215","Unused text"
"301","My Home"
"303","SMALL MEMORY"
"305","The Scent of Mystery"
"306","A Brief Relief"
"307","Looming Threat"
"308","Anomalous Space"
"309","Status: In Progress"
"310","Confrontation with Destiny"
"311","Silhouette"
"312","UPPER MIND"
"314","After the Battle"
"315","During the Journey"
"317","Time of World Destruction"
"319","Silhouette (Piano Ver.)"
"320","The Impending Threat"
"321","Higher Mind"
"322","Unused text"
"323","Unused text"
"401","Mission in Progress"
"402","Prayer"
"404","In the Office"
"405","Public Safety"
"406","An Encounter with Deities"
"501","Digital Planet"
"505","Card Battles"
"506","Butter-Fly (From Digimon Adventure)"
"507","brave heart (From Digimon Adventure)"
"508","Target～Akai Shougeki～ (From Digimon Adventure 02)"
"509","Break Up! (From Digimon Adventure 02)"
"510","The Biggest Dreamer (From Digimon Tamers)"
"511","SLASH!! (From Digimon Tamers)"
"512","FIRE!! (From Digimon Frontier)"
"513","With The Will (From Digimon Frontier)"
"514","Gouing! Going! My soul!! (From Digimon Savers - Digimon Data Squad)"
"515","Believer (From Digimon Savers - Digimon Data Squad)"
"516","Nebagiba! (From Digimon Xros Wars - Digimon Fusion Battles)"
"517","WE ARE Xros Heart! (From Digimon Xros Wars - Digimon Fusion Battles)"
"518","Mikakunin Hikousen (From Digimon Adventure:)"
"519","Break the chain (From Digimon Adventure:)"
"520","FACTION (From Digimon Ghost Game)"
"521","First Riders (From Digimon Ghost Game)"
"522","Unused text"
"523","Dashing Through Kowloon (From Cyber Sleuth)"
"524","DIGITAL LABORATORY (From Cyber Sleuth)"
"525","Unused text"
"526","Unused text"
"527","Unused text"
"528","DIGITAL WARS (From Cyber Sleuth)"
"529","The Victor's Song (From Cyber Sleuth)"
"530","Connect Jump! (From Cyber Sleuth)"
"531","A Day in a Certain Detective Agency (From Cyber Sleuth)"
"532","Unused text"
"533","HOPE STER (From Cyber Sleuth)"
