int 0,int 1,int 2,int 3,string2 4,int 5,int 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int 30,string2 31,float 32,float 33,float 34,int 35,float 36,float 37,float 38,float 39,float 40,float 41,int 42,int 43,int 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int 52,string3 53,float 54,float 55,float 56,int 57,float 58,float 59,float 60,float 61,float 62,float 63,int 64,int 65,int 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int 79,float 80,int 81,float 82,float 83,string2 84,int 85,float 86,int 87,float 88,float 89,float 90,string2 91,int 92,float 93,int 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1090301,4260002,0,2,"",0,0,"enemy003","","","","","",68.874,-4.067,82.398,-17.108,1,1,-1,-1,-1,-1,"symbol01","ba02","",5,15,"ba01",0,1,"",0,0,10,0,0,360,5,2,2,30,0,0,0,210,12,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,2,5.5,4,"",1,2,0,6.5,15,15,"",0,2,0,-1,"",0,0,0,-1,"","",""
1090302,4260002,0,2,"",0,0,"enemy004","","","","","",46.292,-4.41,83.883,-136.714,1,1,-1,-1,-1,-1,"symbol01","fe02","",5,15,"ba01",0,1,"",0,0,10,0,0,360,5,2,2,30,0,0,0,210,12,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,5.5,6,"",1,2,0,6.5,15,15,"",0,2,0,-1,"",0,0,0,-1,"","",""
1090303,4260002,0,2,"",0,0,"enemy005","","","","","",60.294,-4.419,65.045,99.203,1,1,-1,-1,-1,-1,"symbol01","bn01","",5,15,"ba01",0,1,"",0,0,10,0,0,360,5,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,5.5,4,"rail_move_003",0,2,0,6.5,15,15,"",0,2,0,-1,"",0,0,0,-1,"","",""
1090304,4260002,0,1,"",0,0,"enemy006","","","","","",60.161,-4.412,76.639,265.775,1,1,-1,-1,-1,-1,"symbol01","fe01","",5,15,"ba01",0,1,"",0,0,10,0,0,360,5,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,2,5.5,4,"",1,2,0,6.5,15,15,"",0,2,1,-1,"",0,0,0,-1,"","",""
1090305,4260002,0,1,"",0,0,"enemy007","","","","","",54.621,-4.413,78.23,-227.897,1,1,-1,-1,-1,-1,"symbol01","fe01","",5,15,"ba01",0,1,"",0,0,10,0,0,360,5,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,2,5.5,4,"",1,2,0,6.5,15,15,"",0,2,1,-1,"",0,0,0,-1,"","",""
1090306,4260002,0,3,"",0,0,"enemy008","","","","","",50.18,-4.41,66.954,200.463,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,0,10,0,0,360,5,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,5.5,4,"",1,2,0,6.5,15,15,"",0,2,0,-1,"",0,0,0,-1,"","",""
1090307,4260002,0,3,"",0,0,"enemy009","","","","","",56.17,-4.41,74.181,63.965,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,0,10,0,0,360,5,2,2,30,0,0,0,210,8,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,5.5,4,"",1,2,0,6.5,15,15,"",0,2,0,-1,"",0,0,0,-1,"","",""
1090308,4260007,0,-1,"",0,0,"enemy100","","","","","",55.816,57.387,59.478,-103.455,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,360,5,5,5,30,0,0,0,210,8,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,1,6,3,"rail_move_001",1,0.2,0,8,15,15,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1090309,4260007,0,-1,"",0,0,"enemy101","","","","","",3.044,71.125,30.47,155.829,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,360,5,5,5,30,0,0,0,210,8,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,0,6,3,"",1,0.2,0,8,15,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1090310,4260006,0,-1,"",0,0,"enemy102","","","","","",17.783,75.447,74.623,191.486,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,360,5,5,5,30,0,0,0,210,12,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,0,4,6,"",1,1,0,6,15,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1090311,4260007,0,-1,"",0,0,"enemy103","","","","","",39.263,54.505,73.451,-91.145,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,360,5,5,5,30,0,0,0,210,8,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,0,4,3,"",1,1,0,6,15,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1090312,4260006,0,-1,"",0,0,"enemy104","","","","","",20.991,52.802,74.289,118.145,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,360,5,5,5,30,0,0,0,210,8,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,0,8,3,"",1,0.2,0,8,15,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1090313,4260007,0,-1,"",0,0,"enemy105","","","","","",8.458,48.718,64.781,118.145,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,360,5,5,5,30,0,0,0,210,8,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,0,8,3,"",1,0.2,0,8,15,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1090314,4260006,0,-1,"",0,0,"enemy106","","","","","",44.912,30.718,65.211,118.145,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,360,5,5,5,30,0,0,0,210,8,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,0,8,3,"",1,0.2,0,8,15,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1090315,4260007,0,-1,"",0,0,"enemy107","","","","","",17.676,26.674,76,118.145,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,360,5,5,5,30,0,0,0,210,8,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,0,8,3,"",1,0.2,0,8,15,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1090316,4260006,0,-1,"",0,0,"enemy108","","","","","",45.56,33.137,24.418,10.315,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,0,10,0,0,360,5,5,5,30,0,0,0,210,8,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,1,5,3,"rail_move_002",0,2,0,8,15,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
