string2 0,string 1
"1","Hiroko Sagisaka"
"2","Hiroko Sagisaka"
"3","Hiroko Sagisaka"
"11","Venusmon"
"12","Venusmon"
"13","Neptunemon"
"14","Gomamon"
"15","Shellmon"
"16","Shellmon"
"18","Kamemon"
"19","JumboGamemon"
"24","Muchomon"
"26","Lalamon"
"27","Bacchusmon"
"28","Bacchusmon"
"29","Bacchusmon"
"30","Peckmon"
"31","???"
"32","Big Bearmon"
"33","Big Drimogemon"
"38","Zudomon"
"39","Zudomon"
"40","Gaomon"
"41","Hagurumon"
"42","Solarmon"
"43","Big Bearmon"
"44","Lopmon"
"45","Lopmon"
"46","Merukimon"
"47","Tanemon"
"48","CatchMamemon"
"49","WereGarurumon"
"50","Turuiemon"
"52","SkullSatamon"
"53","SkullSatamon"
"55","Minervamon"
"56","Minervamon"
"57","Minervamon"
"59","Coronamon"
"60","Lunamon"
"61","Apollomon"
"62","Dianamon"
"63","Coronamon"
"70","Junomon"
"71","Junomon"
"72","Hiroko Sagisaka"
"73","AncientWisemon"
"74","Hawkmon"
"77","Guardromon"
"78","Andromon"
"82","Vulcanusmon"
"83","Vulcanusmon"
"84","Zudomon"
"87","King Drasil"
"88","Kunlun"
"89","Kunlun"
"90","Hiroko Sagisaka"
"91","Motimon"
"92","Craniamon"
"93","Craniamon"
"94","Bakemon"
"98","Agumon"
"99","Gallantmon"
"100","Veemon"
"101","Magnamon"
"102","UlforceVeedramon"
"103","Hiroko Sagisaka"
"104","Asuna Shiroki"
"105","Dynasmon"
"106","Kentaurosmon"
"108","???"
"109","Lalamon"
"111","Gankoomon"
"112","Jesmon"
"113","Gankoomon"
"114","Taverner"
"116","Child from Shinjuku Park"
"117","Child from Shinjuku Park"
"146","Asuna Shiroki"
"147","Hiroko Sagisaka"
"148","Agumon"
"149","Hiroko Sagisaka"
"150","Wanyamon"
"151","Pegasusmon"
"152","Pegasusmon"
"153","Birdramon"
"154","Mirei Mikagura"
"155","Apollomon"
"156","Hiroko Sagisaka"
"157","Simmons"
"158","Simmons"
"159","ZubaEagermon"
"160","Marsmon"
"161","Fugamon"
"162","???"
"163","Mirei Mikagura"
"164","Mirei Mikagura"
"165","Mirei Mikagura"
"166","Mirei Mikagura"
"167","Minervamon"
"168","Kokuwamon"
"169","Hiroko Sagisaka"
"170","Hiroko Sagisaka"
"171","Hiroko Sagisaka"
"172","Divermon"
"173","MarineAngemon"
"176","Merukimon"
"177",""
"178","Mirei Mikagura"
"179","Coffee Shop Clerk"
"180","Fledgling Cosplayer"
"181",""
"182",""
"183","Punimon"
"184",""
"200","Hiroko Sagisaka"
"201","Etemon"
"202","Dr. Simmons"
"208","Kunlun"
"211","Agumon"
"216","Mirei Mikagura"
"217","Minervamon"
"300","Volcanomon"
"500","Mirei Mikagura"
"510","Mirei Mikagura"
"520","Mirei Mikagura"
"530","Mirei Mikagura"
"960","Mirei Mikagura"
"961","Mirei Mikagura"
"962","Mirei Mikagura"
"963","Mirei Mikagura"
"970","Mirei Mikagura"
"971","Mirei Mikagura"
"972","Mirei Mikagura"
