int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
10402001,1,"M_burinpu_01","0","","chr923",0,0,"","","fn01_02","",0,0,"",0,0,43.681,9.793,119.396,146.617,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"fn01_02",5,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10402002,1,"npc_001","0","","chr348",0,0,"","","bn01","",0,0,"",0,0,67.729,1.885,81.837,342.764,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"bn01",5,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10402003,9,"npc_002","0","","chr399",0,0,"","","fe04","",0,0,"",0,0,17.778,-5.985,-8.617,187.539,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,-1,-1,-1,2,1,"fe04",5,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10402004,9,"npc_003","0","","chr623",0,0,"","","bn02","",0,0,"",0,0,16.543,-5.982,-8.283,168.123,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"bn02",5,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10402005,9,"npc_004","0","","chr510",0,0,"","","bn02","",0,0,"",0,0,17.871,-5.927,-6.955,101.429,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"bn02",5,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10402006,2,"npc_005","0","","chr727",0,0,"","","bn01","",0,0,"",0,0,16.018,-3.703,-18.296,373.264,0,0,1.5,0,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"bn01",5,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10402007,2,"npc_006","0","","chr727",0,0,"","","bn01","",0,0,"",0,0,12.033,-5.32,-14.185,400.735,0,0,3,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"bn01",5,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10402008,2,"npc_007","0","","chr727",0,0,"","","bn01","",0,0,"",0,0,21.919,-5.743,-13.332,337.999,0,0,3,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"bn01",5,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10402009,3,"aigio_01","0","","*Aegiomon",0,0,"","","bn01","",0,0,"",0,0,18.592,-5.95,-9.709,194.327,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"bn01",5,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10402010,4,"npc_008","1","","chr399",0,0,"","","bn01","",0,0,"F01",0,0,19.371,-5.858,-24.091,303.649,0,0,1,1,3,70,360,1,1,1,2,0,0,0,-1,2,5,2,5,2,1,"bn01",5,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
