int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
21402001,99,"","chr918",0,0,0,"","","bn01","",0,0,"F01",0,0,0.108,6.053,134.665,-180.16,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402002,99,"","chr452",0,0,0,"","","fe02","",0,0,"F01",0,0,-64.141,5.49,6.388,83.909,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402003,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,-46.372,12.28,-16.012,-81.981,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402004,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,-64.172,12.528,-17.53,51.803,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402005,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,-35.597,13.317,7.817,250.739,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402006,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,-41.713,9.292,42.248,153.346,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402007,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,-33.069,10.373,21.624,326.662,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402008,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,56.791,13.937,-32.478,243.481,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402009,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,61.309,13.937,-63.072,388.931,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402010,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,0.742,17.992,-72.185,214.527,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402011,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,-8.466,6.317,115.034,99.396,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402012,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,18.095,16.477,-103.864,309.385,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402013,99,"","chr023",0,0,0,"","","f000","",0,0,"F01",0,0,8.163,10.786,79.256,-60.96,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402014,99,"","chr217",0,0,0,"","","fe04","",0,0,"F01",0,0,3.474,9.775,75.768,-36.057,0,10,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402015,99,"","chr228",0,0,0,"","","fe04","",0,0,"F01",0,0,-43.741,6.192,7.034,318.469,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402016,99,"","chr632",0,0,0,"","","bn01","",0,0,"F01",0,0,22.707,9.939,63.932,246.859,0,-5,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402017,99,"","chr217",0,0,0,"","","fe02","",0,0,"F01",0,0,39.571,16.564,-42.758,111.513,0,10,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402018,99,"","chr626",0,0,0,"","","bn01","",0,0,"F01",0,0,24.394,14.212,56.274,-69.174,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402019,99,"","chr626",0,0,0,"","","bn01","",0,0,"F01",0,0,17.757,15.165,68.162,-175.229,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402020,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,19.318,11.663,52.353,281.593,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402021,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,12.248,12.335,67.981,245.085,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402022,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,24.892,18.561,60.912,271.959,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402023,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,6.152,15.681,90.688,305.979,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402024,99,"","chr584",0,0,0,"","","fe02","",0,0,"F01",0,0,0.173,18.556,-76.765,362.557,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402025,99,"","chr584",0,0,0,"","","fe04","",0,0,"F01",0,0,-64.608,10.663,-4.228,148.795,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402026,99,"","chr013",0,0,0,"","","fe02","",0,0,"F01",0,0,-61.934,11.042,-7.388,326.676,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402027,99,"","chr630",0,0,0,"","","bn01","",0,0,"F01",0,0,-63.61,9.138,1.742,2.577,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402028,99,"","chr030",0,0,0,"","","fq02","",0,0,"F01",0,0,-12.148,1.747,78.39,210.496,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402029,99,"","chr457",0,0,0,"","","fq02","",0,0,"F01",0,0,-17.304,1.833,75.337,122.4,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
21402030,99,"","chr457",0,0,0,"","","fe02","",0,0,"F01",0,0,-15.733,1.76,76.507,157.954,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
