int32 0,string2 1,float 2,float 3,float 4,float 5,float 6,int32 7,int32 8,float 9,float 10,float 11,float 12,int32 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,string2 21,int32 22,int32 23,int32 24,int32 25,string2 26,string2 27,int32 28
10603001,"1",1,180,180,1,1,2,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603002,"2",1,180,180,1,1,2,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603003,"3",1,180,180,1,1,2,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603004,"4",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603005,"5",2,360,200,1,1,2,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603006,"6",2,180,90,1,1,2,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603007,"7",2,180,90,1,1,2,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603008,"8",2,180,90,1,1,2,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603009,"9",3,360,200,1,1,2,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603100,"100",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603101,"101",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603102,"102",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603103,"103",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603104,"104",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603105,"105",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603106,"106",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603107,"107",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603108,"108",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603109,"109",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603110,"110",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603111,"111",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603112,"112",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603113,"113",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603114,"114",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603115,"115",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603116,"116",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603117,"117",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603118,"118",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603119,"119",0,360,360,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10603900,"",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
