string2 0,string 1
"10010","Head to the investigation coordinates."
"10020","Investigate the Wall of Hope."
"10030","Sneak inside the Wall of Hope."
"10040","Head to the rescue coordinates. *Not used"
"10050","Head to the rescue coordinates."
"10060","Proceed to the rescue coordinates. *Not used"
"10070","Break the obstacle with a DigiAttack {r2}."
"10080","Head to the rescue coordinates."
"10090","Flee the gigantic Digimon."
"20010","Talk to the girl."
"20020","Examine the door."
"20030","Destroy the door with a DigiAttack {r2}."
"20040","Head to the Tokyo Metropolitan Government Building."
"20050","Head to the Tokyo Metropolitan Government Building."
"20060","Look for a way to the roof."
"20070","Look for another elevator."
"20080","Look for a route to the elevator."
"20083","Use Analyze {l2} and break the wall's weak spot."
"20085","Get on the elevator."
"20090","Head to the roof."
"20095","Use Analyze {l2} to find a way to proceed."
"20100","Look for a way across the destroyed passage."
"20110","Cross the destroyed passage."
"20120","Head to the roof."
"30010","Pursue the dark shadow."
"40010","Investigate the park you suddenly appeared in."
"40020","Pursue the man who walked away."
"40030","Examine the door to the underground."
"40040","Enter the underground with the man."
"40050","Head deeper underground."
"40060","Look for the girl to be protected."
