string2 0,string 1
"10010","Head to the investigation coordinates."
"10020","Investigate the Wall of Hope."
"10030","Sneak inside the Wall of Hope."
"10040",""
"10050","Head to the rescue coordinates."
"10060",""
"10070","Break the obstacle with a DigiAttack {r2}."
"10080","Head to the rescue coordinates."
"10090","Flee the gigantic Digimon."
"20010","Talk to the girl."
"20020","Examine the door."
"20030","Destroy the door with a DigiAttack {r2}."
"20040","Head to the Tokyo Metropolitan Government Building."
"20050","Head to the Tokyo Metropolitan Government Building."
"20060","Look for a way to the roof."
"20070","Look for another elevator."
"20080","Look for a route to the elevator."
"20083","Use Analyze {l2} and break the wall's weak spot."
"20085","Get on the elevator."
"20090","Head to the roof."
"20095","Use Analyze {l2} to find a way to proceed."
"20100","Look for a way across the destroyed passage."
"20110","Cross the destroyed passage."
"20120","Head to the roof."
"30010","Pursue the dark shadow."
"40010","Investigate the park you suddenly appeared in."
"40020","Pursue the man who walked away."
"40030","Examine the door to the underground."
"40040","Enter the underground with the man."
"40050","Head deeper underground."
"40060","Look for the girl to be protected."
"50010","Go to Inori Misono."
"50020","Go to Inori's father's study."
"50030","Go to the point in the Shinjuku underground."
"50040","Go to the point in the Overbridge Intersection."
"50050","Investigate the Third New Government Building."
"50060","Go to the point in Shinjuku Park."
"50070","Investigate the reading in the Kabukicho back alley."
"50080","Talk to the receptionist."
"50090","Leave the In-Between Theater."
"50100","Return to the attic in the Misono household."
"50110","Check out your new clothes."
"50120","Rest on the sofa."
"60010","Head to the living room."
"60020","Talk to Inori Misono."
"60030","Go meet with Hiroko."
"60040","Pursue the mystery Digimon."
"60050","Use the panel to close off the escape route."
"60060","Pursue the mystery Digimon."
"60070","Approach the mystery Digimon."
"60080","Pursue the fleeing mystery Digimon."
"60090","Pursue the fleeing mystery Digimon again."
"70010","Head to the living room."
"70020","Head to Shinjuku Park."
"70030","Pursue Aegiomon and the children."
"70040","Rest at home."
"80010","Head to the living room."
"80020","Go to the park to play."
"80030","Look for traces of the missing children."
"80040","Look for traces of the missing children."
"80050","Look for traces of the missing children."
"80060","Look for the children underground."
"80061","Head to the manhole by the government building."
"80062","Head to the other side of the closed door."
"80063","Follow the children's tracks."
"80070","Head in further to help the children."
"80080","Go check on Aegiomon."
"80090","Talk to Inori Misono in the living room."
"80100","Go to the roof."
"90010","Go to the living room."
"90020","Head to Kabukicho in Shinjuku."
"90025","Push through the crowd to the front."
"90030","Call it a day."
"100010","Follow Aegiomon to the living room."
"100020","Head to the public safety vehicle in Shinjuku Park."
"100025","Head to the station."
"100030","Find Dr. Simmons in Akihabara."
"100031","Ask about Dr. Simmons on the street in front of Akihabara Station. (Optional)"
"100035","Look for Dr. Simmons in the Akihabara back alleys."
"100040","Talk to the public safety officer in Shinjuku Station."
"100050","Talk to the public safety officer in front of the device."
"100060","Recover the device's activation switch."
"100070","Catch BlackGatomon."
"100080","Recover the device's activation switch."
"100090","Report to Dr. Simmons."
"110010","Rest in the attic."
"110020","Go to the living room."
"110030","Look for the dark shadow in Shinjuku Station."
"110040","Pursue the dark shadow."
"120010","Find the exit."
"120020","Explore and gather intel. (1/4)"
"120030","Explore and gather intel. (2/4)"
"120040","Explore and gather intel. (3/4)"
"120050","Explore and gather intel. (4/4)"
"120060","Meet Merukimon at the tavern."
"120070","Leave the tavern."
"120080","Head for Minervamon's house."
"120090","Leave the house."
"120100","Talk to Lunamon."
"130010","Bring back Coronamon and the Bearmon brothers."
"140010","Go see Merukimon."
"140020","Head for Central Tower."
"140030","Go up Central Tower."
"150010","Go see Merukimon."
"150020","Go to Blimpmon's location."
"150025","Ride Blimpmon to the Factorial Area."
"150030","Talk to Guardromon (Gold)."
"150040","Talk to Kokuwamon."
"150050","Buy a fuse from the traveling merchant."
"150060","Report back to Kokuwamon."
"150065","Shock Kokuwamon."
"150070","Open the bulkhead."
"150080","Go inside."
"150090","Find Kokuwamon B."
"150095","Move the crane."
"150100","Help the Digimon."
"150105","Destroy the rubble."
"150110","Help the Digimon who were left behind."
"150120","Report back to the Digimon outside."
"150130","Escape."
"150140","Report to Kokuwamon A."
"150150","Head to Vulcanusmon's chamber."
"150160","Report to Guardromon (Gold)."
"150170","Report to Merukimon."
"150180","Head to Junomon's temple."
"160010","Have an audience with Junomon."
"170010","Head to the Abyss Area."
"170020","Head to the village."
"170030","Gather info in the village."
"170040","Head for Shellmon's house."
"170045","Head to the cove."
"170047","Defeat Syakomon and obtain the medicine ingredients."
"170050","Find the talkative Kamemon."
"170055","Help the talkative Kamemon."
"170060","Give the medicine ingredients to Shellmon."
"170070","Head to the village."
"170080","Search for survivors."
"170090","Report to Shellmon."
"170100","Head to the ocean floor."
"170110","Meet with Sharkmon."
"170120","Go find Submarimon."
"170125","Wait for Divermon."
"170130","Return to Shellmon."
"170140","Report to Junomon."
"180010","Head to the Gear Forest."
"180020","Head to Gear Forest Village."
"180030","Remove the obstructing ivy."
"180040","Head to Gear Forest Village."
"180050","Speak to Bacchusmon."
"180060","Head to the sanctuary."
"180070","Investigate the area with Analyze."
"180080","Head to the sanctuary."
"180090","Report to Junomon."
"190005","Head to Junomon's temple."
"190010","Defeat the Titans and head for the first car."
"190020","Remove GranKuwagamon with a DigiAttack."
"190030","Head for the throne room."
"200010","Head toward Nishi-Shinjuku."
"200020","Head from the underground to the Overbridge Intersection."
"210010","Deliver the battery to the special unit."
"210020","Look for the public safety woman in the underground."
"210030","Use the control panel to drain the water."
"210040","Speak to Asuna Shiroki."
"210050","Turn on the electromagnetic net generator."
"210060","Head to the base in Higashi-Shinjuku."
"210070","Return to the south block of the underground waterway."
"210080","Go to Shinjuku Park."
"210090","Head to the government building."
"220010","Check the situation in the area."
"230010","Return to the Misono household."
"235010","Escape the lab."
"235020","Go see Dr. Simmons."
"235030","Meet with Merukimon."
"240010","Go to Central Town."
"250010","Gather information."
"250020","Meet with Shellmon."
"260010","Meet with Shellmon."
"260020","Deliver the wine as a peace offering."
"260030","Report to Venusmon."
"260040","Leave the In-Between Theater."
"280010","Gather information."
"280020","Speak to Venusmon."
"280030","Board Whamon."
"280040","Hurry to Neptunemon."
"285010","Leave the In-Between Theater."
"285020","Speak to Venusmon."
"285030","Hurry to Merukimon."
"290010","Head to Gear Forest Village."
"290020","Find Bacchusmon."
"290030","Enter the theater."
"300010","Head to Gear Forest Village."
"300020","Find Bacchusmon."
"300030","Escape the World of Dreams."
"300040","Head to the sanctuary."
"300050","Leave the In-Between Theater."
"300060","Enjoy the feast."
"310010","Report to Merukimon."
"310020","Head to Factorial Town."
"310025","Survey the situation in Factorial Town."
"310030","Go back to Rebellion Village."
"310035","Ask Chuumon about Bearmon."
"310040","Go find Bearmon at the Shinjuku Underground Arena."
"310050","Talk to the receptionist at the Shinjuku Underground Arena."
"310060","Win the first bout."
"310061","Win the second bout."
"310062","Win the third bout."
"310063","Win the fourth bout."
"310064","Defeat GrapLeomon, the SDGP champion."
"310070","Speak to GrapLeomon."
"310080","Go see Hiroko."
"310090","Meet up with GrapLeomon in Rebellion Village."
"310100","Chase after GrapLeomon."
"310110","Head to the theater."
"320010","Go to the Paradise Colosseum in Factorial Town."
"320020","Speak to the Digimon in the lobby."
"320030","Win the first bout."
"320040","Win the second bout."
"320050","Win the third bout."
"320060","Win the fourth bout."
"330010","Ask Merukimon about the current situation in Rebellion Village."
"330020","Speak with Dr. Simmons."
"340010","Head to the lab."
"340020","Prevent the activation of the giant weapon."
"340030","Stop the Shinjuku Inferno."
"340031","Head to the roof of the government building."
"340032","Find a route to the government building."
"340033","Get out of the Digimon District."
"340040","Leave the In-Between Theater."
"350010","Head to the theater."
"350020","Leave the In-Between Theater."
"350030","Ask Merukimon about the situation."
"350035","Go to Central Town."
"350040","Follow Merukimon."
"350043","Head to the ladder in the main thoroughfare."
"350045","Head toward Merukimon."
"350050","Leave the In-Between Theater."
"350055","Head out to the street."
"350060","Speak to Merukimon."
"360010","Head to the Dark Field."
"360015","Meet Plutomon."
"360020","Hurry to Plutomon."
"360030","Leave the In-Between Theater."
"360040","Report to Merukimon."
"360060","Speak with Dr. Simmons."
"370010","Meet with Coronamon and Lunamon."
"370020","Meet with Apollomon."
"380010","Head to Junomon's temple."
"380020","Head to the dungeon of Junomon's temple."
"390010","Head to Rebellion Village."
"390020","Head to the underground lab with Dr. Simmons."
"390030","Head to the Research Division."
"390040","Go to the security room."
"390045","Check the security cameras."
"390050","Go to the server room."
"390055","Check the ID registry terminal."
"390060","Search the rooms for an ID."
"390070","Examine the whiteboards."
"390080","Search for the file."
"390090","Obtain the storage device."
"390100","Return to Dr. Simmons."
"390110","Head to Section B."
"390120","Head to the laboratory."
"390125","Leave the Research Division."
"390130","Go to the government building."
