int 0,string3 1,int 2,string2 3,string2 4,bool 5,string2 6,int 7,int 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int 35,int 36,float 37,float 38,float 39,float 40,int 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int 50,int 51,int 52,int 53,string2 54,string2 55,int 56
302100,"",10,"","",0,"t0302floorcable00",1,1,"","","","","",0,0,0,0,0,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302200,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,17.101,-0.001,44.5,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302201,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,3.085,-0.001,44.5,0,0,0,1,1,"wall_cl",45,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302202,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,-17.118,0,44.5,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302203,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,-26.488,0,17.022,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302204,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,-26.488,-0.001,9.117,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302300,"",10,"obj_shield_a01","",0,"f00electshield00",1,0,"","","","","",0,0,15.179,1.2,44.5,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302301,"",10,"obj_shield_a02","",0,"f00electshield00",1,0,"","","","","",0,0,13.19,1.2,44.5,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302302,"",10,"obj_shield_a03","",0,"f00electshield00",1,0,"","","","","",0,0,11.172,1.2,44.5,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302303,"",10,"obj_shield_a04","",0,"f00electshield00",1,0,"","","","","",0,0,9.171,1.2,44.5,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302304,"",10,"obj_shield_a05","",0,"f00electshield00",1,0,"","","","","",0,0,7.105,1.2,44.5,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302305,"",10,"obj_shield_a06","",0,"f00electshield00",1,0,"","","","","",0,0,5.098,1.2,44.5,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
302306,"",10,"obj_shield_a07","",0,"f00electshield00",1,0,"","","","","",0,0,1.066,1.2,44.5,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
