int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
301100,"",-1,"signal_0001",false,"f00traffic00",1,0,"","","","","",0,0,"",0,0,0,0,0
301101,"",-1,"signal_0002",false,"f00traffic00",1,0,"","","","","",0,0,"",0,0,0,0,0
301102,"",-1,"signal_0003",false,"f00traffic00",1,0,"","","","","",0,0,"",0,0,0,0,0
301103,"",-1,"signal_0004",false,"f00traffic00",1,0,"","","","","",0,0,"",0,0,0,0,0
301104,"",-1,"signal_0051",false,"f00traffic01",1,0,"","","","","",0,0,"",0,0,0,0,0
301105,"",-1,"signal_0052",false,"f00traffic01",1,0,"","","","","",0,0,"",0,0,0,0,0
301400,"",-1,"change_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
301401,"",-1,"map_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
301402,"",10,"gim_0002",false,"f00taxi02",1,0,"","","","","",0,0,"",0,0,0,0,0
301700,"",10,"gim_0001",false,"f00taxi01",1,0,"","","","","",0,0,"",0,0,0,0,0
301800,"",-1,"gim_8000",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
