int 0,int 1,int 2,int 3,string2 4,int 5,int 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int 30,string2 31,float 32,float 33,float 34,int 35,float 36,float 37,float 38,float 39,float 40,float 41,int 42,int 43,int 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int 52,string3 53,float 54,float 55,float 56,int 57,float 58,float 59,float 60,float 61,float 62,float 63,int 64,int 65,int 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int 79,float 80,int 81,float 82,float 83,string2 84,int 85,float 86,int 87,float 88,float 89,float 90,string2 91,int 92,float 93,int 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1090401,90739,0,2,"",0,0,"enemy_01","tag_enemy","","","","",6.949,3.971,6.368,84.993,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,1,1,1,0,3,0,0,3,1.5,"",1,2,0,5,15,5,"",0,2,1,-1,"FLAG_ENEMY_D0904_001",0,0,0,-1,"","",""
1090402,90059,0,2,"",0,0,"enemy_02","tag_enemy","","","","",0.998,4.367,1.152,84.993,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,1,1,1,0,3,0,0,3,1.5,"",1,2,0,5,15,5,"",0,2,1,-1,"FLAG_ENEMY_D0904_002",0,0,0,-1,"","",""
1090403,90127,0,2,"",0,0,"enemy_03","tag_enemy","","","","",1.162,4.121,-17.356,84.993,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,1,1,1,0,3,0,0,3,1.5,"",1,2,0,5,15,5,"",0,2,1,-1,"FLAG_ENEMY_D0904_003",0,0,0,-1,"","",""
1090404,90076,0,2,"",0,0,"enemy_04","tag_enemy","","","","",5.763,4.266,-21.753,84.993,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,1,1,1,0,3,0,0,3,1.5,"",1,2,0,5,15,5,"",0,2,1,-1,"FLAG_ENEMY_D0904_004",0,0,0,-1,"","",""
1090405,4261001,0,-1,"",0,0,"enemy_05","tag_enemy","","","","",-9.351,4.853,-9.792,48.647,1.2,0,2,2,2.5,2.5,"symbol01","bn01","",0,0,"ba01",0,1,"",0,0,10,0,0,360,3,2,2,10,0,0,0,210,7.5,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,2,3,3,"",1,2,0,6,50,5,"",0,0.5,1,-1,"FLAG_ENEMY_D0904_005",0,0,0,-1,"","",""
1090406,4261002,0,-1,"",0,0,"enemy_06","tag_enemy","","","","",15.639,-0.001,-16.632,84.993,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,360,3,2,2,10,0,0,0,210,6.5,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,2,3,3,"",1,2,0,5,5,5,"",0,2,1,-1,"FLAG_ENEMY_D0904_006",0,0,0,-1,"","",""
1090407,90083,0,1,"",0,0,"enemy_07","tag_enemy","","","","",7.426,0,-16.697,84.993,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,1,1,1,0,3,0,0,3,2,"",1,2,0,5,15,5,"",0,2,1,-1,"FLAG_ENEMY_D0904_007",0,0,0,-1,"","",""
1090408,90076,0,1,"",0,0,"enemy_08","tag_enemy","","","","",1.479,0,-16.914,84.993,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,1,1,1,0,3,0,0,3,2,"",1,2,0,5,15,5,"",0,2,1,-1,"FLAG_ENEMY_D0904_008",0,0,0,-1,"","",""
1090409,90425,0,1,"",0,0,"enemy_09","tag_enemy","","","","",-4.41,0,-16.578,84.993,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,1,1,1,0,3,0,0,3,2,"",1,2,0,5,15,5,"",0,2,1,-1,"FLAG_ENEMY_D0904_009",0,0,0,-1,"","",""
1090410,5021303,0,1,"",0,0,"enemy_10","tag_enemy","","","","",-10.792,0,-16.777,84.993,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,1,1,1,0,3,0,0,3,2,"",1,2,0,5,15,5,"",0,2,1,-1,"FLAG_ENEMY_D0904_010",0,0,0,-1,"","",""
