int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
20420001,1,"s010_156_boss","","","chr385",0,0,"","","bn01","",0,0,"F01",0,0,-0.75,17.999,-0.215,0,0,0,8,0,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420002,2,"s010_156_omega","","","chr088",0,0,"","","bn01","",0,0,"F01",0,0,-3.575,17.999,5.499,-179.756,0,0,1.8,0,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420003,2,"s010_156_duke","","","chr126",0,0,"","","bn01","",0,0,"F01",0,0,4.352,19.601,6.094,-27.63,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420004,2,"s010_156_magna","","","chr382",0,0,"","","bn01","",0,0,"F01",0,0,-8.722,21.531,3.616,109.504,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420005,2,"s010_156_dynas","","","chr738",0,0,"","","bn01","",0,0,"F01",0,0,3.354,24.977,0.149,-19.015,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420006,2,"s010_156_load","","","chr703",0,0,"","","bn01","",0,0,"F01",0,0,2.305,17.189,10.866,191.446,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420007,2,"s010_156_ulforce","","","chr417",0,0,"","","bn01","",0,0,"F01",0,0,-10.739,28.551,-2.994,-303.369,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420008,2,"s010_156_craniam","","","chr734",0,0,"","","bn01","",0,0,"F01",0,0,-10.208,31.836,-5.345,29.872,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420009,2,"s010_156_sleip","","","chr086",0,0,"","","bn01","",0,0,"F01",0,0,5.524,27.393,-1.359,-400.528,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420010,2,"s010_156_duft","","","chr739",0,0,"","","bn01","",0,0,"F01",0,0,4.895,24.232,2.525,-48.813,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420011,2,"s010_156_exa","","","chr215",0,0,"","","bn01","",0,0,"F01",0,0,-10.772,18.031,-2.44,403.11,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420012,2,"s010_156_ganku","","","chr688",0,0,"","","bn01","",0,0,"F01",0,0,-0.791,18.096,7.594,549.09,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420013,2,"s010_156_zies","","","chr749",0,0,"","","bn01","",0,0,"F01",0,0,-7.522,17.871,7.253,-207.97,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420014,2,"s010_156_arufa","","","chr416",0,0,"","","bn01","",0,0,"F01",0,0,1.57,17.999,4.78,-149.283,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20420016,1,"s010_156_hiroko","","","npc053aa010101",0,0,"","","e006","",0,0,"F01",0,0,0.066,17.999,12.953,-172.916,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e006",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
