int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
220001,1,"","mob003010101",0,0,0,"","","fw01","",0,0,"F01",0,0,-10.658,0,4.177,88.832,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0004",1,0,true,-1,"","","","","",""
220002,1,"","mob007010101",0,0,0,"","","fw01","",0,0,"F01",0,0,-0.719,-0.001,4.27,90.626,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0004",1,0,true,-1,"","","","","",""
220003,1,"","mob008010101",0,0,0,"","","fw01","",0,0,"F01",0,0,15.033,-0.001,2.985,-90.013,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0005",1,0,true,-1,"","","","","",""
220004,1,"","mob091",0,0,0,"","","fw01","",0,0,"F01",0,0,10.658,-0.001,4.083,90.626,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0004",1,0,true,-1,"","","","","",""
220005,1,"","mob014010101",0,0,0,"","","fw01","",0,0,"F01",0,0,19.305,0,3.678,91.733,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0004",1,0,true,-1,"","","","","",""
220006,1,"","mob003010101",0,0,0,"","","fw01","",0,0,"F01",0,0,24.759,0,3.558,91.733,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0004",1,0,true,-1,"","","","","",""
220007,1,"","mob051",0,0,0,"","","fw01","",0,0,"F01",0,0,30.423,-0.001,3.538,90.626,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0004",1,0,true,-1,"","","","","",""
220008,1,"","mob003010101",0,0,0,"","","fw01","",0,0,"F01",0,0,5.684,0,3.168,-87.083,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0005",1,0,true,-1,"","","","","",""
220009,1,"","mob014",0,0,0,"","","fw01","",0,0,"F01",0,0,22.284,-0.001,0.349,-171.448,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0006",1,0,true,-1,"","","","","",""
220010,1,"","mob094",0,0,0,"","","fw01","",0,0,"F01",0,0,14.688,0,-2.812,-178.81,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0002",1,0,true,-1,"","","","","",""
220011,1,"","mob003010101",0,0,0,"","","fw01","",0,0,"F01",0,0,20.436,0.023,-6.848,0.713,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0005",1,0,true,-1,"","","","","",""
220012,1,"","mob007010101",0,0,0,"","","fw01","",0,0,"F01",0,0,18.092,-0.001,-3.18,0,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0002",1,0,true,-1,"","","","","",""
220013,1,"","mob003010101",0,0,0,"","","fn56","",0,0,"F01",0,0,18.35,2.591,-11.992,0,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0002",1,0,true,-1,"","","","","",""
220014,1,"","mob015010101",0,0,0,"","","fw01","",0,0,"F01",0,0,16.239,0,0.279,-87.436,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0002",1,0,true,-1,"","","","","",""
220015,1,"","mob014010101",0,0,0,"","","fw01","",0,0,"F01",0,0,12.132,0,-10.413,-0.122,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0007",1,0,true,-1,"","","","","",""
220016,1,"","mob004010101",0,0,0,"","","fw01","",0,0,"F01",0,0,10.288,0,1.107,-62.64,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0007",1,0,true,-1,"","","","","",""
220017,1,"","mob014010101",0,0,0,"","","fw01","",0,0,"F01",0,0,1.958,-0.001,1.972,-89.336,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0007",1,0,true,-1,"","","","","",""
220018,1,"","mob003010101",0,0,0,"","","fw01","",0,0,"F01",0,0,12.115,-0.001,-2.446,-0.122,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0007",1,0,true,-1,"","","","","",""
220019,1,"","mob071",0,0,0,"","","fw01","",0,0,"F01",0,0,-7.766,-0.001,1.027,90.144,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0001",1,0,true,-1,"","","","","",""
220020,1,"","mob001010101",0,0,0,"","","fw01","",0,0,"F01",0,0,2.568,0,-0.75,129.183,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0001",1,0,true,-1,"","","","","",""
220021,1,"","mob015010101",0,0,0,"","","fw01","",0,0,"F01",0,0,34.098,-0.001,1.871,-90.129,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0006",1,0,true,-1,"","","","","",""
220022,1,"","mob015010101",0,0,0,"","","fw01","",0,0,"F01",0,0,27.198,0,4.676,-89.885,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0010",1,0,true,-1,"","","","","",""
220023,1,"","mob007010101",0,0,0,"","","fw01","",0,0,"F01",0,0,32.723,-0.001,5.057,-89.885,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0010",1,0,true,-1,"","","","","",""
220024,1,"","mob003010101",0,0,0,"","","fw01","",0,0,"F01",0,0,21.449,-0.001,4.687,-89.885,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0010",1,0,true,-1,"","","","","",""
220025,1,"","mob051",0,0,0,"","","fw01","",0,0,"F01",0,0,18.524,-0.001,11.584,-0.001,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0010",1,0,true,-1,"","","","","",""
220026,1,"","mob008010101",0,0,0,"","","fw01","",0,0,"F01",0,0,18.523,0,17.801,-0.001,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0010",1,0,true,-1,"","","","","",""
220027,1,"","mob003010101",0,0,0,"","","fw01","",0,0,"F01",0,0,18.523,-0.001,24.901,-0.001,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0010",1,0,true,-1,"","","","","",""
220028,1,"","mob003010101",0,0,0,"","","fw01","",0,0,"F01",0,0,16.55,-0.001,20.472,-179.874,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0009",1,0,true,-1,"","","","","",""
220029,1,"","mob004010101",0,0,0,"","","fw01","",0,0,"F01",0,0,18.523,0,30.855,-0.001,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0010",1,0,true,-1,"","","","","",""
220030,1,"","mob007010101",0,0,0,"","","fw01","",0,0,"F01",0,0,22.275,1.88,-10.567,179.08,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_0006",1,0,true,-1,"","","","","",""
220031,1,"","mob001010101",0,0,0,"","","fw01","",0,0,"F01",0,0,20.361,3.551,-13.915,0.191,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0005",1,0,true,-1,"","","","","",""
220032,1,"","mob003010101",0,0,0,"","","fw01","",0,0,"F01",0,0,3.664,0,-10.988,180,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者無視","rail_move_0001",1,0,true,-1,"","","","","",""
