int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
816001,1,"","chr463",0,0,0,"","","br01","",0,0,"F01",0,0,-112.969,23.511,205.231,56.5,0,0,2,0,0,0,0,0,-1,1,1,"","デジモンデフォルト","rail_move_001",1,0,false,-1,"","","","","",""
816002,1,"","chr615",0,0,0,"","","f000","",0,0,"F01",0,0,-99.028,4.566,186.466,98.708,0,0,1,1,0,0,0,0,-1,1,1,"mob01","飛行デジモン速度20","rail_move_004",1,0,false,-1,"","","","","",""
816003,1,"","chr615",0,0,0,"","","f000","",0,0,"F01",0,0,-29.765,-0.986,197.364,113.385,0,0,1,1,0,0,0,0,-1,1,1,"mob01","飛行デジモン速度20","rail_move_004",1,0,false,-1,"","","","","",""
816004,1,"","chr615",0,0,0,"","","f000","",0,0,"F01",0,0,53.435,7.413,145.61,116.307,0,0,1,1,0,0,0,0,-1,1,1,"mob01","飛行デジモン速度20","rail_move_004",1,0,false,-1,"","","","","",""
816005,1,"","chr615",0,0,0,"","","f000","",0,0,"F01",0,0,125.239,6.573,97.993,127.491,0,0,1,1,0,0,0,0,-1,1,1,"mob01","飛行デジモン速度20","rail_move_004",1,0,false,-1,"","","","","",""
816006,1,"","chr308",0,0,0,"","","br01","",0,0,"F01",0,0,-79.435,11.134,195.031,79.813,0,0,1,1,0,0,0,0,-1,1,1,"mob01","飛行デジモン速度5","rail_move_003",1,0,false,-1,"","","","","",""
816007,1,"","chr308",0,0,0,"","","br01","",0,0,"F01",0,0,78.483,11.134,150.437,109.402,0,0,1,1,0,0,0,0,-1,1,1,"mob01","飛行デジモン速度5","rail_move_003",1,0,false,-1,"","","","","",""
816008,1,"","chr308",0,0,0,"","","bn01","",0,0,"F01",0,0,-12.573,-0.176,120.108,111.401,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,false,-1,"","","","","",""
816009,1,"","chr308",0,0,0,"","","fe02","",0,0,"F01",0,0,-6.452,-0.739,121.106,268.769,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,false,-1,"","","","","",""
816010,1,"","chr011",0,0,0,"","","fe02","",0,0,"F01",0,0,-31.126,-2.367,43.104,76.957,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,false,-1,"","","","","",""
816011,1,"","chr190",0,0,0,"","","fe02","",0,0,"F01",0,0,-28.094,-2.367,44.581,249.113,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,false,-1,"","","","","",""
816012,1,"","chr056",0,0,0,"","","fe01","",0,0,"F01",0,0,-26.173,-0.246,79.074,94.414,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,false,-1,"","","","","",""
816013,1,"","chr056",0,0,0,"","","fe01","",0,0,"F01",0,0,-24.386,-0.647,80.508,218.158,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,false,-1,"","","","","",""
816014,1,"","chr011",0,0,0,"","","bd03","chr_011damaged",0,0,"F01",2,0,1.71,-5.005,62.666,147.521,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,false,-1,"","","","","",""
816015,1,"","chr320",0,0,0,"","","bn02","",0,0,"F01",2,0,0.726,-5.005,62.618,210.541,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,false,-1,"","","","","",""
816016,1,"","chr320",0,0,0,"","","bn02","",0,0,"F01",2,0,1.148,-5.005,62.141,240.616,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,false,-1,"","","","","",""
816017,1,"","chr320",0,0,0,"","","fe03","",0,0,"F01",2,0,-0.628,-5.005,63.073,149.881,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,false,-1,"","","","","",""
