int32 0,string2 1,float 2,float 3,float 4,float 5,float 6,int32 7,int32 8,float 9,float 10,float 11,float 12,int32 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,string2 21,int32 22,int32 23,int32 24,int32 25,string2 26,string2 27,int32 28
10301001,"1",5,180,360,1,1,34,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,50,-1,0,"","",-1
10301002,"2",3,360,360,1,1,7,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,50,-1,0,"","",-1
10301003,"3",3,360,360,1,1,7,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,50,-1,0,"","",-1
10301004,"4",3,360,360,1,1,7,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,50,-1,0,"","",-1
10301005,"5",3,360,360,1,1,7,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,50,-1,0,"","",-1
10301006,"6",3,360,360,1,1,7,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,50,-1,0,"","",-1
10301007,"7",0,0,0,2,2,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10301400,"400",5,360,360,1,1,7,2,0,0.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10301401,"401",3,360,360,1,1,7,2,0,0.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10301500,"500",2,360,360,2,2,8,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10301501,"501",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10301502,"502",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
