int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
20301300,99,"boss","1","","chr043",0,0,"","","fq01","",0,0,"F01",0,0,2.138,0,-62.414,0,0,0,1,0,0,0,360,0,0,0,2,0,0,0,-1,-1,0,-1,0,2,0,"fq01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"1","",""
20301301,2,"black_tail_left","","","chr043",0,0,"black_tail_left","","fe04","",0,0,"F03",0,0,3.919,0,49.224,67.311,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,1,"fe04",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301302,2,"black_tail_right","","","chr043",0,0,"black_tail_right","","fe01","",0,0,"F02",0,0,8.403,0,49.851,-74.611,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,1,"fe01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301303,99,"boss_01","1","","chr043",0,0,"","","fe04","",0,0,"F01",0,0,-0.555,0,-61.725,63.033,0,0,1,1,0,0,360,0,0,0,2,0,0.3,0,-1,-1,0,-1,0,2,0,"fe04",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301304,99,"boss_02","1","","chr043",0,0,"","","fe02","",0,0,"F01",0,0,2.585,0,-61.661,315.501,0,0,1,1,0,0,360,0,0,0,2,0,0.5,0,-1,-1,0,-1,0,2,0,"fe02",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301305,50,"s910_170_boss_01","","","chr230",0,0,"","","bn01","",0,0,"F01",0,0,9.253,0,-62.499,-90.793,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301306,51,"s910_170_norio_01","","","npc101cc010103",0,0,"","","fn01_01","",0,0,"F01",0,0,4.481,0,-61.562,-130.797,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"fn01_01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301307,52,"s910_170_boss_02","","","chr230",0,0,"","","bn01","",0,0,"F01",0,0,9.253,0,-62.499,-90.793,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301308,53,"s910_170_norio_03","","","npc101cc010103",0,0,"","","e018","",0,0,"F01",0,0,2.995,0,-64.324,47.893,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e018",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301309,53,"s910_170_hanae_01","","","npc102bc010102",0,0,"","","e011","",0,0,"F01",0,0,4.204,0,-65.484,33.981,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e011",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301310,53,"s910_170_hiroko_01","","","npc053aa010101",0,0,"","","e008","",0,0,"F01",0,0,4.542,0,-61.369,126.093,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e008",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301311,53,"s910_170_norio_02","","","npc101dc010303",0,0,"","","e006","",0,0,"F01",0,0,4.448,0,-63.8,53.55,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e006",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301501,60,"s200_146_004","","","npc006aa010101",0,0,"","","e018","",0,0,"F01",0,0,0.43,0,-76.269,150,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e018",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301502,60,"s200_146_005","","","npc007aa010101",0,0,"","","e018","",0,0,"F01",0,0,2.432,0,-76.269,170,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e018",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301503,61,"s200_146_001","","","npc007aa010101",0,0,"","","e013","",0,0,"F01",0,0,2.432,0,-76.269,-50,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e013",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301504,61,"s200_146_002","","","npc006aa010101",0,0,"","","bn01","",0,0,"F01",0,0,0.43,0,-76.269,20,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20301505,64,"s200_146_003","","","chr013",0,0,"","","bn01","",0,0,"F01",0,0,1.562,1.362,-81.269,0,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"ba02",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
