int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
20311001,"",-1,"control_panel","",false,"f00iconobj00",1,0,"","","","","",0,0,1.7,31.6,40.7,0,0,0,1,1,"",0,0,0,0,0,2,360,160,1,2,2,2,0,-0.2,0,10,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20311002,"",-1,"way_out","",false,"ef_f_mov_121_ga",1,0,"","","","","",0,0,0,30,56.633,180,0,0,1,1,"",0,0,0,0,0,2,360,360,1,1,38,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20311003,"",1,"terminal","",false,"h03pendulum00",1,0,"","","","","",0,0,0,30,40,0,0,0,0.5,0,"wall_cl",5,3.5,2,1.75,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20311004,"",3,"log_message","4991801",false,"h00pop00",1,0,"","","","","",0,0,-5.5,30,40,0,0,0,1,1,"",0,0,0,0,0,2,160,360,1,1,2,2,0,1,0,10,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20311005,"",2,"","",false,"h03pendulum00",1,0,"","","","e001","",0,0,0,30,40,0,0,0,0.5,0,"wall_cl",5,3.5,2,1.75,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20311006,"",4,"","",false,"h00pop00",1,0,"","","","e002","",0,0,-5.5,30,40,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20311007,"",-1,"set_pos","",false,"f00iconobj00",1,0,"","","","","",0,0,-8.5,26,18,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20311008,"",-1,"beda_pos","",false,"f00iconobj00",1,0,"","","","","",0,0,-2,26,10.038,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20311009,"",-1,"meat_01","",false,"f00meat01",1,0,"","","","","",0,0,-54.338,32.999,-75.539,0,0,0,3,0,"",2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,10,2,2,0,0,0,"",0,0,-1,0,"","",-1
20311010,"",-1,"meat_02","",false,"f00meat01",1,0,"","","","","",0,0,23.151,32.999,-101.838,0,0,0,3,0,"",2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,10,2,2,0,0,0,"",0,0,-1,0,"","",-1
20311011,"",-1,"meat_03","",false,"f00meat01",1,0,"","","","","",0,0,-49.854,25.999,-0.379,90,0,0,3,0,"",2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,10,2,2,0,0,0,"",0,0,-1,0,"","",-1
20311012,"",-1,"jammer_001","20",false,"f00box01",1,0,"","","","","",0,0,7,32.999,-102,0,0,0,2,0,"",2.5,2.5,2.5,1.25,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,10,2,2,0,0,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_H0311_001","1",30301001
20311013,"",-1,"jammer_002","20",false,"f00box01",1,0,"","","","","",0,0,50,29.5,-53.454,180,0,0,2,0,"",2.5,2.5,2.5,1.25,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,10,2,2,0,0,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_H0311_002","1",30301001
