int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10107001,"",-1,"elv_0001",false,"d01elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107002,"",-1,"elv_0002",false,"d01elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107003,"",99,"elv_0003",false,"d01elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107004,"",-1,"elv_0004",false,"d01elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107005,"",-1,"elv_0005",false,"d01elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107006,"",-1,"elv_0006",false,"d01elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107007,"",-1,"elv_0007",false,"d01elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107008,"",-1,"elv_0008",false,"d01elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107009,"",-1,"elv_0009",false,"d01elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107013,"",-1,"elv_0010",false,"f00clearelv00",1,0,"","","","","",0,0,"",0,0,0,0,0
10107014,"",-1,"elv_0011",false,"f00clearelv00",1,0,"","","","","",0,0,"",0,0,0,0,0
10107015,"",-1,"elv_0012",false,"f00clearelv00",1,0,"","","","","",0,0,"",0,0,0,0,0
10107016,"",99,"gim_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10107018,"",-1,"gim_0003",false,"d0107icegear00",1,0,"","","","","",0,0,"",0,0,0,0,0
10107019,"",-1,"gim_0004",false,"d0107icegear01",1,0,"","","","e001","",0,0,"",0,0,0,0,0
10107100,"",-1,"obj_0001",false,"d0107gear00",1,0,"","","","","",0,0,"",0,0,0,0,0
10107101,"",-1,"obj_0002",false,"d0107icewall00",1,0,"","","","","",0,0,"",0,0,0,0,0
10107102,"",-1,"obj_0003",false,"d0107iceroad00",1,0,"","","","","",0,0,"",0,0,0,0,0
10107103,"",-1,"obj_0004",false,"d01elvgear01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107104,"",-1,"obj_0005",false,"d01elvgear01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107105,"",-1,"obj_0006",false,"d01elvgear01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107106,"",-1,"obj_0007",false,"d01elvgear01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107107,"",-1,"obj_0008",false,"d01elvgear01",1,0,"","","","","",0,0,"",0,0,0,0,0
10107108,"",-1,"obj_0009",false,"d01elvgear01",1,0,"","","","","",0,0,"",0,0,0,0,0
