int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
10301300,-1,"npc_0001","300","","chr917",0,0,"","","f001","",0,0,"F01",0,0,-24.3,0,16.1,-7.3,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,0,0,"f001",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10301307,15,"npc_0008","300","","chr917",0,0,"","","f001","",0,0,"F01",0,0,-24.347,0.363,11.343,100.608,0,0,4.5,1,4,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,0,0,"f001",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10301400,2,"npc_0400","400","","chr371",0,0,"","","bn01","",0,0,"F01",0,0,42.923,1.445,71.501,193.692,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,2,10,-1,0,2,0,"bn01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10301401,3,"hanngyo_01","401","","chr129",0,0,"","","bn01","",0,0,"F01",0,0,58.131,5.36,-16.714,-51.66,0,0,1,1,4,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"bn01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10301402,3,"hanngyo_02","402","","chr606",0,0,"","","fq01","",0,0,"F01",0,0,57.3,5.402,-12.272,158.519,0,0,1,1,4,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fq01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10301403,3,"hanngyo_03","403","","chr606",0,0,"","","fe04","",0,0,"F01",0,0,54.599,5.471,-17.449,89.885,0,0,1,1,4,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fe04",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10301404,4,"hanngyo_04","404","","chr606",0,0,"","","fq01","",0,0,"F03",0,0,-6.727,2.325,8.828,107.55,0,0,1,1,4,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fq01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10301405,4,"hanngyo_05","405","","chr606",0,0,"","","fe02","",0,0,"F01",0,0,-4.442,2.104,5.301,80.996,0,0,1,1,0,160,360,5,1,0,2,0,0.7,-0.5,-1,-1,0,-1,0,0,0,"fe02",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10301406,4,"hanngyo_06","406","","chr606",0,0,"","","fe04","",0,0,"F01",0,0,-3.055,2.082,10.618,141.453,8,0,1,1,0,160,360,5,1,0,2,0,2.1,-0.4,-1,-1,0,-1,0,0,0,"fe04",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10301407,2,"npc_0500","500","","chr399",0,0,"","","bn02","",0,0,"F03",0,0,36.279,1.907,-40.291,26.856,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,2,10,-1,0,2,0,"bn02",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
