int32 0,int32 1,int32 2,int32 3,string2 4,int32 5,int32 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int32 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int32 30,string2 31,float 32,float 33,float 34,int32 35,float 36,float 37,float 38,float 39,float 40,float 41,int32 42,int32 43,int32 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int32 52,string3 53,float 54,float 55,float 56,int32 57,float 58,float 59,float 60,float 61,float 62,float 63,int32 64,int32 65,int32 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int32 79,float 80,int32 81,float 82,float 83,string2 84,int32 85,float 86,int32 87,float 88,float 89,float 90,string2 91,int32 92,float 93,int32 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1030401,4183001,0,10,"",0,0,"","","","","","",-80.411,0.018,-32.745,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,3,"",0,0.5,0,6.5,25,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1030402,4183001,0,10,"",0,0,"","","","","","",7.885,0.072,-36.382,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,3,"",0,0.5,0,6.5,25,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1030403,4183003,0,10,"",0,0,"","","","","","",-88.408,4.767,95.665,168.344,1,1,1,-1,-1,-1,"symbol01","bn01","",0,0,"f002",10,1,"",0,-1,10,0,0,360,6,2,3,30,0,0,0,210,10,2,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,2,4,3,"",0,0.5,0,7,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1030404,4183001,0,10,"",0,0,"","","","","","",54.735,-4.581,43.259,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,2.5,"",0,0.5,0,6.5,25,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1030405,4183004,0,10,"",0,0,"","","","","","",45.503,-0.016,-12.947,134.447,1,1,1.5,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,3,"",0,0.5,0,5,20,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1030406,4183001,0,10,"",0,0,"","","","","","",76.005,-1.093,-29.484,134.447,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,2.5,"",0,0.5,0,6.5,25,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1030407,4183007,0,10,"",0,0,"","","","","","",71.027,0.098,-14.63,134.447,1,1,1.5,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,4,"",0,0.5,0,6,18,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1030408,4183002,0,10,"",0,0,"","","","","","",17.628,0.04,-33.116,134.447,1,1,3,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,4,"",0,0.5,0,5,20,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1030409,4183002,0,10,"",0,0,"","","","","","",-74.659,3.206,3.708,-90.001,1.3,0,1,1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",true,true,false,true,true,true,false,3,0,1,2,3,"rail_move_200",0,0.5,0,4,18,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1030410,4183002,0,10,"",0,0,"","","","","","",-66.411,1.552,-6.261,-90.001,1.3,0,1,1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",true,true,false,true,true,true,false,3,0,1,2,3,"rail_move_201",0,0.5,0,4,18,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
