int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10404001,"",-1,"gim_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10404002,"",-1,"gim_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10404003,"",-1,"script_1fdoor",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10404004,"",-1,"script_2fdoor",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10404100,"",-1,"obj_0001",false,"d04door00",1,0,"","","","","",0,0,"",0,0,0,0,0
10404101,"",-1,"obj_0002",false,"d04door00",1,0,"","","","","",0,0,"",0,0,0,0,0
10404102,"",1,"obj_0003",false,"d0404throne00",1,0,"","","","","",0,0,"",0,0,0,0,0
10404103,"",2,"obj_0004",false,"d0404throne01",1,0,"","","","","",0,0,"",0,0,0,0,0
10404400,"",-1,"theater_0001",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10404401,"",-1,"start_50",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
