int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
20311001,1,"dot_npc","1","","chr601",1,0,"","","bd01","",0,0,"F01",0,0,-0.9,31.1,40.2,0,0,0,1,1,2,160,120,1.2,1.2,1,2,0,-0.7,0.2,5,-1,0,10,0,0,1,"bd01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311002,-1,"npc_001","2","","chr411",0,0,"","","bn01","",0,0,"F01",0,0,6.335,29.999,46.492,270,0,0,1,1,3,160,360,1.2,1.2,29,2,0,-0.2,0,-1,10,-1,2,10,2,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311003,-1,"npc_010","3","","chr702",0,0,"","","bn01","",0,0,"F01",0,0,6.419,30,43.758,-90,0,0,1,1,3,160,360,1.2,1.2,1,2,0,0,0,5,10,-1,2,-1,2,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311004,-1,"rival","4","","chr601",1,0,"","","br01","",0,0,"F01",0,0,-25,28.5,18,90,0,0,1,1,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"br01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311005,-1,"companion","5","","chr073",0,0,"","","bn01","",0,0,"F01",0,0,-2,26,10,312.941,0,0,1,1,3,160,360,1.2,1.2,0,0,0,0,0,-1,-1,-1,-1,-1,0,1,"fe02",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311006,-1,"audience_0009_1","6","","chr412",0,0,"","","fe04","",0,0,"F01",0,0,9.967,28.408,6.729,-32.341,0,0,1,1,0,160,360,1.2,1.2,0,0,0,0,0,-1,-1,0,-1,20,0,1,"fe04",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311007,-1,"","7","","chr412",0,0,"","","fe04","",0,0,"F01",0,0,6.111,29.499,3.422,-2.909,0,0,1,1,0,160,360,1.2,1.2,0,0,0,0,0,-1,-1,0,-1,20,0,1,"fe04",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311008,-1,"","8","","chr412",0,0,"","","fe04","",0,0,"F01",0,0,-2.001,28.916,5.494,-2.909,0,0,1,1,0,160,360,1.2,1.2,0,0,0,0,0,-1,-1,0,-1,20,0,1,"fe04",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311009,-1,"","9","","chr412",0,0,"","","fe04","",0,0,"F01",0,0,-12.104,29.499,2.657,-2.909,0,0,1,1,0,160,360,1.2,1.2,0,0,0,0,0,-1,-1,0,-1,20,0,1,"fe04",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311010,-1,"","10","","chr412",0,0,"","","fe04","",0,0,"F01",0,0,-6.906,28.777,5.806,-22.752,0,0,1,1,0,160,360,1.2,1.2,0,0,0,0,0,-1,-1,0,-1,20,0,1,"fe04",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311011,-1,"","11","","chr341",0,0,"","","bn01","",0,0,"F01",0,0,-5.579,29.499,2.832,20,0,0,1,1,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,20,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311012,-1,"","12","","chr341",0,0,"","","fq01","",0,0,"F01",0,0,-7.997,29.499,3.095,0,0,0,1.5,0,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,20,0,1,"fq01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311013,-1,"","13","","chr341",0,0,"","","fe01","",0,0,"F01",0,0,-1.487,29.499,2.867,-30,0,0,1.5,0,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,20,0,1,"fe01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311014,-1,"","14","","chr341",0,0,"","","bn01","",0,0,"F01",0,0,16.183,29.229,4.677,-30.276,0,0,1.5,0,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,20,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311015,-1,"audience_0009_5","15","","chr341",0,0,"","","bv01","",0,0,"F01",0,0,7.339,28.439,6.65,-26.39,0,0,1,1,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,20,0,1,"bv01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311016,-1,"","16","","chr341",0,0,"","","bv01","",0,0,"F01",0,0,15.763,28.05,7.624,-20,0,0,1,1,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,20,0,1,"bv01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311017,-1,"","17","","chr609",0,0,"","","fe01","",0,0,"F01",0,0,-8.368,28.017,7.707,-17.035,0,0,1,1,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,20,0,1,"fe01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311018,-1,"","18","","chr609",0,0,"","","fe01","",0,0,"F01",0,0,-7.118,27.994,7.763,-21.37,0,0,1,1,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,20,0,1,"fe01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311019,-1,"","19","","chr044",0,0,"","","bn01","",0,0,"F01",0,0,2.257,29.499,2.738,0,0,0,1,1,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,20,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311020,-1,"","20","","chr044",0,0,"","","bn01","",0,0,"F01",0,0,-9.164,29.341,6.084,0,0,0,1.2,0,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,20,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20311021,-1,"audience_0009_3","21","","chr429",0,0,"","","fq01","",0,0,"F01",0,0,1.032,28.699,6.002,-24.509,0,0,1.2,0,0,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,20,0,1,"fq01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
