int 0,string3 1,int 2,string2 3,string2 4,bool 5,string2 6,int 7,int 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int 35,int 36,float 37,float 38,float 39,float 40,int 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int 50,int 51,int 52,int 53,string2 54,string2 55,int 56
101200,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,-0.559,0.299,33.617,106,0,0,1,1,"wall_cl",1,3,12,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101300,"",10,"obj_shield_a01","",0,"f00electshield00",1,0,"","","","","",0,0,3.51,1.5,32.25,196,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101301,"",10,"obj_shield_a02","",0,"f00electshield00",1,0,"","","","","",0,0,1.45,1.5,32.905,196,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101302,"",10,"obj_shield_a03","",0,"f00electshield00",1,0,"","","","","",0,0,-2.65,1.5,34.274,196,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101303,"",10,"obj_shield_a04","",0,"f00electshield00",1,0,"","","","","",0,0,-4.784,1.5,34.878,196,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101304,"",10,"","",0,"f00ambulance00",1,0,"","","","","",0,0,38.257,2.458,-15.558,215.93,0,180,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101305,"",10,"","",0,"f00bus00",1,0,"","","","","",0,0,-3.44,0.002,-14.263,-89.01,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101306,"",10,"","",0,"f00car05",1,0,"","","","","",0,0,13.924,0.002,-24.579,92.108,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101307,"",10,"","",0,"f00car05",1,0,"","","","","",0,0,29.622,0.002,-23.29,89.505,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101308,"",10,"","",0,"f00car07",1,0,"","","","","",0,0,21.02,0.002,-23.449,91.613,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101400,"",11,"fa_sub201_t0101","fa_sub201",0,"chr311",1,0,"","","","f000","",0,0,0.079,0.68,-0.053,218.329,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,8,2,2,0,1,0,"",0,0,-1,0,"","1",-1
101500,"",1,"","",0,"f00electgate00",1,0,"","","","","",0,0,-77.794,-0.276,-54.474,30,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101501,"",1,"","",0,"f00electgate00",1,0,"","","","","",0,0,-63.256,-0.257,-63.852,30,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101502,"",1,"","",0,"f00electshield00",1,0,"","","","","",0,0,-75.324,1,-56.217,30,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101503,"",1,"","",0,"f00electshield00",1,0,"","","","","",0,0,-72.913,1,-57.879,30,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101504,"",1,"","",0,"f00electshield00",1,0,"","","","","",0,0,-70.298,1,-59.608,30,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101505,"",1,"","",0,"f00electshield00",1,0,"","","","","",0,0,-67.794,1,-61.268,30,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101506,"",1,"","",0,"f00electshield00",1,0,"","","","","",0,0,-65.55,1,-62.677,30,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101507,"",1,"","",0,"f00electshield00",1,0,"","","","","",0,0,67.792,1.4,-27.944,105,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101508,"",1,"","",0,"f00squadvehicle00",1,0,"","","","","",0,0,-73.374,-0.6,-62.982,-95.283,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101509,"",1,"","",0,"f00electgate00",1,0,"","","","","",0,0,68.63,0.272,-24.842,0,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101510,"",1,"","",0,"f00electgate00",1,0,"","","","","",0,0,65.021,0.272,-36.5,105,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
