int 0,int 1,string3 2,string3 3,int 4,int 5,int 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int 14,int 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,int 24,float 25,float 26,float 27,float 28,int 29,int 30,string3 31,string3 32,string3 33,int 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
20402001,1,"mob001","chr708",0,0,1,"","","ba02","",0,0,"F01",0,0,12.423,4.483,33.847,-67.349,0,0,1,1,0,0,0,0,-1,0,0,"mob01","","rail_move_01",1,0,1,-1,"","","","","",""
20402004,1,"mob004","chr705",0,0,1,"","","fn02_01","",0,0,"F01",2,0,-29.612,9.155,44.372,65.816,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20402008,1,"mob010","chr437",0,0,1,"","","br01","",0,0,"F01",0,0,-0.216,3.5,-3.506,179.364,0,0,1,1,0,0,0,0,-1,0,1,"mob01","デジモンデフォルト","rail_move_151",0,5,1,-1,"","","","","",""
20402009,1,"mob012","chr548",0,0,1,"","","br01","",0,0,"F01",0,0,-19.829,31.44,-26.205,129.046,0,0,1,1,0,0,0,0,-1,1,1,"","飛行デジモン速度5","rail_move_04",1,0,1,-1,"","","","","",""
20402013,1,"EnterDigiDoor_151_01","chr512",0,0,1,"","","br01","",0,0,"F01",0,0,-0.859,3.5,-8.507,22.402,0,0,1,1,0,0,0,0,-1,0,1,"mob01","デジモンデフォルト","rail_move_151",1,0,1,-1,"","","","","",""
20402015,1,"","chr708",0,0,1,"","","fq02","",0,0,"F01",0,0,-34.799,9.107,54.369,-138.434,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20402016,1,"","chr708",0,0,1,"","","ba02","",0,0,"F01",0,0,-34.004,9.107,55.721,-138.434,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20402017,1,"","chr437",0,0,1,"","","bn01","",0,0,"F01",0,0,-31.158,12.387,53.634,102.028,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20402018,1,"","chr437",0,0,1,"","","bn02","",0,0,"F01",0,0,-30.558,12.387,52.501,-24.763,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20402019,1,"","chr512",0,0,1,"","","ba02","",0,0,"F01",0,0,-27.935,12.624,39.158,438.413,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20402020,1,"","chr510",0,0,1,"","","ba02","",0,0,"F01",0,0,-17.803,13.29,33.813,-286.647,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20402021,1,"","chr510",0,0,1,"","","bn02","",0,0,"F01",0,0,-16.956,13.29,33.235,-336.755,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20402022,1,"","chr708",0,0,1,"","","ba02","",0,0,"F01",0,0,-19.049,16.723,30.408,-327.274,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20402023,1,"","chr042",0,0,1,"","","fe02","",0,0,"F01",0,0,-23.468,12.613,40.077,-453.156,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
