int32 0,string2 1,float 2,float 3,float 4,float 5,float 6,int32 7,int32 8,float 9,float 10,float 11,float 12,int32 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,string2 21,int32 22,int32 23,int32 24,int32 25,string2 26,string2 27,int32 28
10604001,"1",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604002,"2",0,0,0,0,0,0,2,0,1.4,0.5,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604003,"3",2,180,180,1,1,34,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604004,"4",2,180,180,1,1,2,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604005,"5",2,180,180,1,1,2,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604006,"6",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604007,"7",2,180,180,1,1,34,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604008,"8",2,180,180,1,1,2,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604009,"9",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604010,"10",2,180,180,1,1,34,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604011,"11",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604100,"100",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604101,"101",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604102,"102",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604103,"103",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604104,"104",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604105,"105",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604106,"106",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604107,"107",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604108,"108",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604109,"109",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604110,"110",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604111,"111",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604112,"112",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604113,"113",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604400,"500",2,360,360,2,2,8,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604401,"501",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604402,"502",2,360,360,2,2,8,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604403,"503",0,0,0,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604900,"",0,0,0,0,0,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604901,"",0,0,0,0,0,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604902,"",0,0,0,0,0,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10604990,"",0,0,0,0,0,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
