int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10604002,"",-1,"gim_0002",false,"d06switch01",1,0,"","","","","",0,0,"",0,0,0,0,0
10604004,"",-1,"gim_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604009,"",-1,"gim_0009",false,"d0604wall02",1,0,"","","","","",0,0,"",0,0,0,0,0
10604100,"",-1,"obj_0001",false,"d0604wall00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604101,"",-1,"obj_0002",false,"d0604wall00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604102,"",-1,"obj_0003",false,"d0604wall00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604103,"",-1,"obj_0004",false,"d0604wall00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604104,"",-1,"obj_0005",false,"d0604wall00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604105,"",-1,"obj_0006",false,"d0604wall00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604106,"",-1,"obj_0007",false,"d0604wall00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604107,"",-1,"obj_0008",false,"d0604wall00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604108,"",-1,"obj_0009",false,"d0604wall00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604109,"",-1,"obj_0010",false,"d0604wall00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604111,"",-1,"obj_0012",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604112,"",-1,"obj_0013",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604113,"",-1,"obj_0014",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604400,"",-1,"theater_0001",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604401,"",-1,"start_50",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604402,"",-1,"theater_0002",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604403,"",-1,"start_51",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604900,"",-1,"gim_9000",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604901,"",-1,"gim_9001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604902,"",-1,"gim_9001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10604990,"",-1,"gim_9900",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
