int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
20201300,1,"boss","1","","chr411",0,0,"","","bn01","",0,0,"F01",0,0,-14.335,-6,-18.216,240,0,0,2,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201301,1,"npc_0001","1","","npc109aa010101",0,0,"","","e631","",0,0,"F01",0,0,-16.354,-6,-19.798,456.129,0,0,2,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e532",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201302,1,"npc_0002","1","","npc110aa010101",0,0,"","","fn06_01","",0,0,"F01",0,0,-17.265,-6,-20.412,415.757,0,0,2,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"fn06_01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201303,1,"boss01","1","","chr411",0,0,"","","bn01","",0,0,"F01",0,0,-15.391,-6,-17.632,-157.5,0,0,2,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201400,2,"sub110_90_001","1","","chr151",0,0,"","","bn01","",0,0,"F01",0,0,-2.296,0,7.006,-260.757,0,0,2,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201401,3,"sub110_90_002","1","","chr149",0,0,"","","ba02","",0,0,"F01",0,0,5.28,0,6.996,-446.327,0,0,2,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"ba02",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201402,10,"sub110_90_omega_01","1","","chr088",0,0,"","","bn01","",0,0,"F01",0,0,-2.296,0,7.006,-260.757,0,0,2,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201509,57,"s110_105_001","","","chr086",0,0,"","","bn01","",0,0,"F01",0,0,1.543,0,2.934,-60,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201510,57,"s110_105_002","","","chr703",0,0,"","","bn01","",0,0,"F01",0,0,1.467,0,8.449,-120,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201511,2,"sub110_90_agumon","1","","chr050",0,0,"","","bn01","",0,0,"F01",0,0,-7.124,0,5.475,-270.875,0,0,2,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201600,60,"S200_147_npc_01","","","npc102bb010302",0,0,"","","fd02_01","",0,0,"F01",0,0,-17.76,-6,-19.737,91.631,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"fd02_01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201601,60,"S200_147_hiroko_01","","","npc003aa010101",0,0,"","","e008","",0,0,"F01",0,0,-15.438,-6,-20.962,-68.582,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e008",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20201602,61,"S200_147_digi_01","","","chr598",0,0,"","","bn01","",0,0,"F01",0,0,-18.866,-6,-22.479,45.82,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
