int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
121001,0,"npc_0001","1","","chr060",0,0,"","","bn01","",0,0,"F01",0,0,-0.043,0.05,-6.577,0,0,0,1,1,6,160,360,1,1,45,2,0,0,0,-1,2,-1,2,10,2,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121002,0,"npc_0002","2","","chr412",0,0,"","","fe02","",0,0,"F03",0,0,2.813,0.01,2.5,-47.011,0,0,1,1,3.5,160,160,1,1,1,2,0,0,0,-1,2,-1,-1,-1,2,0,"fe02",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121003,1,"npc_0003","3","","chr079",0,0,"","","fe04","",0,0,"F01",0,0,-4.025,-0.001,-2.492,33.186,0,0,1,1,4,90,160,1,1,1,2,0,0,0,-1,2,-1,-1,0,2,0,"fe04",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121005,0,"npc_0005","5","","npc105bd010103",0,0,"","","fnt01_01","",0,0,"F03",0,0,-18.189,0,-8.507,117.859,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,1,"fnt01_01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121006,0,"npc_0006","6","","chr380",0,0,"","","fq01","",0,0,"F03",0,0,-16.548,0,-9.478,300.376,0,0,1,1,4,160,360,1,1,1,2,0,0.4,0.5,-1,-1,-1,-1,0,0,1,"fq01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121007,2,"npc_0007","7","","chr403",0,0,"","","bn01","",0,0,"F01",0,0,3.496,0.01,-3.322,-20.213,0,0,1,1,3.5,100,360,1,1,1,2,0.5,-0.4,0,-1,2,-1,2,-1,2,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121008,4,"npc_0011","9","","chr237",0,0,"","","bn01","",0,0,"F01",0,0,-15.658,0,-12.969,51.229,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121009,5,"npc_0012","10","","npc105be030106",0,0,"","","ba01","",0,0,"F01",0,0,-0.378,0,2.92,165.105,0,0,1,1,2,160,360,1,1,1,2,-0.1,-0.1,0,-1,-1,0,2,-1,2,0,"ba01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121010,5,"npc_0013","","","npc105bb020102",0,0,"","","fn01_10","",0,0,"F01",0,0,-0.757,0,3.679,174.129,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,2,2,2,0,"fn01_10",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121500,3,"npc_0008","8","","chr237",0,0,"","","bn01","",0,0,"F01",0,0,15.658,0,-12.969,-51.229,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121501,4,"npc_0009","8","","chr237",0,0,"","","bn01","",0,0,"F01",0,0,15.658,0,-12.969,-51.229,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121502,3,"npc_0010","9","","chr237",0,0,"","","bn01","",0,0,"F01",0,0,-15.658,0,-12.969,51.229,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
121503,53,"s040_160_001","","","chr174",0,0,"","","bn01","",0,0,"F01",0,0,0.814,0.01,2.316,-30,0,0,1,1,4,160,360,1,1,1,2,-0.1,-2.5,1,-1,2,-1,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
