int32 0,int32 1,int32 2,string2 3,float 4,float 5,float 6,string2 7,empty 8,empty 9
104070011,1,5,"",-1,-1,5,"r_d0407_0010_0010",,
104070021,2,5,"",-1,-1,5,"r_d0407_0010_0020",,
104070031,3,5,"",-1,-1,5,"r_d0407_0010_0030",,
104070041,4,5,"",-1,-1,5,"r_d0407_0010_0040",,
104070051,5,5,"",-1,-1,5,"r_d0407_0010_0050",,
104070061,6,5,"",-1,-1,5,"r_d0407_0010_0060",,
104070071,7,5,"",-1,-1,5,"r_d0407_0010_0070",,
104070081,8,5,"",-1,-1,5,"r_d0407_0010_0080",,
104070091,9,5,"",-1,-1,5,"r_d0407_0010_0090",,
104070101,10,5,"",-1,-1,5,"r_d0407_0010_0100",,
104070111,11,5,"",-1,-1,5,"r_d0407_0020_0010",,
104070121,12,5,"",-1,-1,5,"r_d0407_0020_0020",,
104070131,13,5,"",-1,-1,5,"r_d0407_0020_0030",,
104070141,14,5,"",-1,-1,5,"r_d0407_0020_0040",,
104070151,15,5,"",-1,-1,5,"r_d0407_0020_0050",,
104070161,16,5,"",-1,-1,5,"r_d0407_0020_0060",,
104070171,17,5,"",-1,-1,5,"r_d0407_0020_0070",,
104070181,18,5,"",-1,-1,5,"r_d0407_0020_0080",,
104070191,19,5,"",-1,-1,5,"r_d0407_0020_0090",,
104070201,20,5,"",-1,-1,5,"r_d0407_0020_0100",,
104070211,21,5,"",-1,-1,5,"r_d0407_0030_0010",,
104070221,22,5,"",-1,-1,5,"r_d0407_0030_0020",,
104070231,23,5,"",-1,-1,5,"r_d0407_0030_0030",,
104070241,24,5,"",-1,-1,5,"r_d0407_0030_0040",,
104070251,25,5,"",-1,-1,5,"r_d0407_0030_0050",,
104070261,26,5,"",-1,-1,5,"r_d0407_0030_0060",,
104070271,27,5,"",-1,-1,5,"r_d0407_0030_0070",,
104070281,28,5,"",-1,-1,5,"r_d0407_0030_0080",,
104070291,29,5,"",-1,-1,5,"r_d0407_0030_0090",,
104070301,30,5,"",-1,-1,5,"r_d0407_0030_0100",,
104070311,31,5,"",-1,-1,5,"r_d0407_0040_0010",,
104070321,32,5,"",-1,-1,5,"r_d0407_0050_0010",,
104070341,34,5,"",-1,-1,10,"r_d0407_0060_0010",,
104070351,35,5,"",-1,-1,10,"r_d0407_0060_0020",,
