string2 0,string 1
"main_010_010_010","Can you see this message? This is a communication system
called ""Digiline."""
"main_010_010_020","You can view the messages on your Digivice. We'll make
good use of Digiline going forward."
"main_010_010_030","Document: ""Digiline""

View {decision}"
"main_010_020_010","Document: ""Navigation System""

View {decision}"
"main_010_080_010","Good work. As you can see, coming into contact with Digimon
triggers a battle."
"main_010_080_011","Battles like this are unavoidable, I'm afraid. Authorizing
use of DigiAttack {r2}."
"main_010_080_012","Document: ""DigiAttacks""

View {decision}"
"main_010_080_020","Elimination of target object confirmed. Continue heading
for the target coordinates."
"main_010_120_010","That girl said that something was going to happen on the
roof."
"main_010_120_011","She seems to have more information than we do. It might
be a good idea to stay with her."
"main_020_030_010","Why not take a rest? Your Digivice comes with a recovery
feature."
"main_020_030_020","Just stay still and don't move. Your Digimon should be healed."
"main_020_030_030","Document: ""Regeneration Mode""

View {decision}"
"main_020_070_010","What happened here? Is this what the Wall was built to hide?"
"main_020_070_011","Cast aside common sense here. Anomalies always go in
unexpected directions."
"main_020_070_020","Document: ""Conversion & Scan Rate""

View {decision}"
"main_020_090_010","Looks like the underground elevator is operational again.
Head for the marker on the map."
"main_020_070_030","With progressive enhancement, eventually the preemptive
strike of your DigiAttack {r2} will at times be enough to end
the battle before it even begins."
"main_020_070_031","That will help you complete your mission more efficiently,
so I hope you put it to good use."
"main_020_120_010","I'm going to continue upward. I'm worried about our little
friend!"
"main_020_120_011","Let's meet up later on the roof!"
"main_020_160_010","Interactions with an unknown phase electron lifeform...
Should be a valuable sample."
"main_020_160_011","We'll have the analysis department examine the data.
Continue your investigation."
"main_050_020_010","We need to calibrate your Digivice, so please head to these
three specific points."
"main_050_020_011","I've sent the coordinates to your map. It's essential we confirm
the accuracy of the location data system, so I appreciate your
cooperation."
"main_050_030_010","Were you able to talk to Dad? He didn't say anything weird to
you, did he?"
"main_050_030_011","You can always shut him down if he gets pushy with the
questions! I'll be sure to give him an earful!"
"main_050_030_012","Just drop me a line if you need anything!"
