int 0,int 1,int 2,int 3,string2 4,int 5,int 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int 30,string2 31,float 32,float 33,float 34,int 35,float 36,float 37,float 38,float 39,float 40,float 41,int 42,int 43,int 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int 52,string3 53,float 54,float 55,float 56,int 57,float 58,float 59,float 60,float 61,float 62,float 63,int 64,int 65,int 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int 79,float 80,int 81,float 82,float 83,string2 84,int 85,float 86,int 87,float 88,float 89,float 90,string2 91,int 92,float 93,int 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1130101,4140010,0,1,"",0,0,"enemysecurity_01","","","","","",-12.256,-0.001,-12.201,90,1,1,-1,-1,0.8,-1,"symbol01","ba02","",0,0,"",0,1,"",0,10,10,0,0,0,0,0,0,0,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,3,3,"rail_move_100",1,2,0,5,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_001",0,0,0,-1,"","",""
1130102,4140008,0,1,"",0,0,"enemysecurity_02","","","","","",12.788,0,-11.413,0,0.8,0,1,3,-1,-1,"symbol01","ba02","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,3,3,"rail_move_100",1,2,0,5,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_002",0,0,0,-1,"","",""
1130103,4140008,0,1,"",0,0,"enemysecurity_03","","","","","",-12.417,0,12.828,180.549,0.8,0,1,3,-1,-1,"symbol01","ba02","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,3,3,"rail_move_100",1,2,0,5,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_003",0,0,0,-1,"","",""
1130104,4140018,0,1,"",0,0,"enemysecurity_04","","","","","",12.946,0,12.316,268.73,1,1,-1,-1,-1,-1,"symbol01","ba02","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,3,3,"rail_move_100",1,2,0,5,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_004",0,0,0,-1,"","",""
1130105,4140014,0,2,"",0,0,"enemy_001","","","","","",12.652,0,-1.292,0.187,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,5,2,"rail_move_103",0,1.5,0,6,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_005",0,0,0,-1,"","",""
1130106,4140014,0,2,"",0,0,"enemy_002","","","","","",-3.247,0,12.529,-90.152,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,3,2,"rail_move_104",0,1.5,0,4,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_006",0,0,0,-1,"","",""
1130107,4140014,0,2,"",0,0,"enemy_003","","","","","",-11.958,0,-3.604,180,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,3,2,"rail_move_105",0,1.5,0,4,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_007",0,0,0,-1,"","",""
1130108,4140014,0,2,"",0,0,"enemy_004","","","","","",-2.651,0,-12.335,90,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,3,2,"rail_move_106",0,1.5,0,4,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_008",0,0,0,-1,"","",""
1130109,4140017,0,3,"",0,0,"enemy_005","","","","","",12.652,0,-1.292,0.187,1,1,-1,-1,-1,-1,"symbol01","ba02","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,4,2,"rail_move_103",0,1.5,0,6.5,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_009",0,0,0,-1,"","",""
1130110,4140017,0,3,"",0,0,"enemy_006","","","","","",-3.247,0,12.529,-90.152,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,4,2,"rail_move_104",0,1.5,0,6,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_010",0,0,0,-1,"","",""
1130111,4140017,0,3,"",0,0,"enemy_007","","","","","",-11.958,0,-3.604,180,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,4,2,"rail_move_105",0,1.5,0,6.5,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_011",0,0,0,-1,"","",""
1130112,4140016,0,3,"",0,0,"enemy_008","","","","","",-2.651,0,-12.335,90,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,4,2,"rail_move_106",0,1.5,0,6.5,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_012",0,0,0,-1,"","",""
1130113,4140018,0,4,"",0,0,"enemy_009","","","","","",12.652,0,-1.292,0.187,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,2,2,10,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,3,2,"rail_move_103",0,1.5,0,6,30,5,"",0,2,1,-1,"FLAG_ENEMY_D1301_013",0,0,0,-1,"","",""
