int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
20520001,-1,"OP_Minerva","","","chr747",0,0,"","","bn01","",0,0,"F01",0,0,-10.22,29.999,-7.2,64.425,0,0,1,1,2,160,360,1,1,1,0,0,0,0,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20520002,-1,"OP_Jupiter","","","chr934",0,0,"","","bn01","",0,0,"F01",0,0,0.178,29.999,-12.115,0,0,0,1,1,10,160,60,1,1,1,1,0,2.5,4,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20520003,-1,"OP_Apollo","","","chr931",0,0,"","","bn01","",0,0,"F01",0,0,7.285,30,-10.05,-29.265,0,0,1,1,10,60,60,1,1,1,1,0,3,3,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20520004,-1,"OP_Diana","","","chr824",0,0,"","","bn01","",0,0,"F01",0,0,-9.965,30,9.78,137.456,0,0,1,1,7,160,80,1,1,1,1,0,3,2,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20520005,-1,"OP_Venus","","","chr172",0,0,"","","bn01","",0,0,"F01",0,0,13.241,29.999,-0.173,-102.04,0,0,1,1,3,160,360,1,1,1,0,0,0,0,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20520006,-1,"OP_Bacchus","","","chr179",0,0,"","","bn01","",0,0,"F01",0,0,8.448,30,11.77,-150.685,0,0,1,1,10,160,50,1,1,1,1,0,2,5,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20520007,-1,"OP_Juno","","","chr170",0,0,"","","bn01","",0,0,"F01",0,0,-6.267,29.999,-9.769,35.007,0,0,1,1,4,160,360,1,1,1,0,0,0,0,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20520008,-1,"OP_Meruki","","","chr928",0,0,"","","bn01","",0,0,"F01",0,0,12.864,29.999,3.945,-95.745,0,0,1,1,5,160,120,1,1,1,0,0,0,0,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20520009,-1,"OP_Marus","","","chr174",0,0,"","","bn01","",0,0,"F01",0,0,-13.43,29.999,4.506,111.466,0,0,1,1,4,160,360,1,1,1,0,0,0,0,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20520010,-1,"OP_Vulcanus","","","chr823",0,0,"","","bn01","",0,0,"F01",0,0,11.533,30,-5.262,-70.862,0,0,1,1,4,160,360,1,1,1,0,0,0,0,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20520011,-1,"OP_Neptune","","","chr927",0,0,"","","bn01","",0,0,"F01",0,0,-13.341,29.999,-2.092,87.207,0,0,1,1,8,60,60,1,1,1,1,0,2.5,4,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
20520012,-1,"OP_Ceres","","","chr932",0,0,"","","bn01","",0,0,"F01",0,0,-0.488,29.999,44.83,180.991,0,0,1,1,0,160,360,10,1,1,0,0,0,0,15,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
